title,authors,year,conference,link
ISNet: Integrate Image-Level and Semantic-Level Context for Semantic Segmentation.,"['Zhenchao Jin', 'Bin Liu', 'Qi Chu', 'Nenghai Yu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00710
Cross-Sentence Temporal and Semantic Relations in Video Activity Localisation.,"['Jiabo Huang', 'Yang Liu', 'Shaogang Gong', 'Hailin Jin']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00711
Multiview Pseudo-Labeling for Semi-supervised Learning from Video.,"['Bo Xiong', 'Haoqi Fan', 'Kristen Grauman', 'Christoph Feichtenhofer']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00712
Boundary-sensitive Pre-training for Temporal Localization in Videos.,"['Mengmeng Xu', 'Juan-Manuel Pérez-Rúa', 'Victor Escorcia', 'Brais Martínez', 'Xiatian Zhu', 'Li Zhang', 'Bernard Ghanem', 'Tao Xiang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00713
Mining Contextual Information Beyond Image for Semantic Segmentation.,"['Zhenchao Jin', 'Tao Gong', 'Dongdong Yu', 'Qi Chu', 'Jian Wang', 'Changhu Wang', 'Jie Shao']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00714
Complementary Patch for Weakly Supervised Semantic Segmentation.,"['Fei Zhang', 'Chaochen Gu', 'Chenyue Zhang', 'Yuchao Dai']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00715
From Contexts to Locality: Ultra-high Resolution Image Segmentation via Locality-aware Contextual Correlation.,"['Qi Li', 'Weixiang Yang', 'Wenxi Liu', 'Yuanlong Yu', 'Shengfeng He']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00716
Segmenter: Transformer for Semantic Segmentation.,"['Robin Strudel', 'Ricardo Garcia', 'Ivan Laptev', 'Cordelia Schmid']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00717
Pixel Contrastive-Consistent Semi-Supervised Semantic Segmentation.,"['Yuanyi Zhong', 'Bodi Yuan', 'Hong Wu', 'Zhiqiang Yuan', 'Jian Peng', 'Yu-Xiong Wang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00718
ECS-Net: Improving Weakly Supervised Semantic Segmentation by Using Connections Between Class Activation Maps.,"['Kunyang Sun', 'Haoqing Shi', 'Zhengming Zhang', 'Yongming Huang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00719
Few-Shot Semantic Segmentation with Cyclic Memory Network.,"['Guo-Sen Xie', 'Huan Xiong', 'Jie Liu', 'Yazhou Yao', 'Ling Shao']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00720
Exploring Cross-Image Pixel Contrast for Semantic Segmentation.,"['Wenguan Wang', 'Tianfei Zhou', 'Fisher Yu', 'Jifeng Dai', 'Ender Konukoglu', 'Luc Van Gool']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00721
Real-time Instance Segmentation with Discriminative Orientation Maps.,"['Wentao Du', 'Zhiyu Xiang', 'Shuya Chen', 'Chengyu Qiao', 'Yiman Chen', 'Tingming Bai']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00722
Unsupervised Segmentation incorporating Shape Prior via Generative Adversarial Networks.,"['Dahye Kim', 'Byung-Woo Hong']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00723
Unsupervised Point Cloud Object Co-segmentation by Co-contrastive Learning and Mutual Attention Sampling.,"['Cheng-Kun Yang', 'Yung-Yu Chuang', 'Yen-Yu Lin']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00724
Conditional Diffusion for Interactive Segmentation.,"['Xi Chen', 'Zhiyan Zhao', 'Feiwu Yu', 'Yilei Zhang', 'Manni Duan']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00725
Weakly Supervised Temporal Anomaly Segmentation with Dynamic Time Warping.,"['Dongha Lee', 'Sehun Yu', 'Hyunjun Ju', 'Hwanjo Yu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00726
Predictive Feature Learning for Future Segmentation Prediction.,"['Zihang Lin', 'Jiangxin Sun', 'Jianfang Hu', 'Qi-Zhi Yu', 'Jian-Huang Lai', 'Wei-Shi Zheng']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00727
Dynamic Network Quantization for Efficient Video Inference.,"['Ximeng Sun', 'Rameswar Panda', 'Chun-Fu (Richard) Chen', 'Aude Oliva', 'Rogério Feris', 'Kate Saenko']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00728
Graph-BAS3Net: Boundary-Aware Semi-Supervised Segmentation Network with Bilateral Graph Convolution.,"['Huimin Huang', 'Lanfen Lin', 'Yue Zhang', 'Yingying Xu', 'Jing Zheng', 'Xiongwei Mao', 'Xiaohan Qian', 'Zhiyi Peng', 'Jianying Zhou', 'Yen-Wei Chen', 'Ruofeng Tong']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00729
A Weakly Supervised Amodal Segmenter with Boundary Uncertainty Estimation.,"['Khoi Nguyen', 'Sinisa Todorovic']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00730
Weakly Supervised Segmentation of Small Buildings with Point Labels.,"['Jae-Hun Lee', 'Chanyoung Kim', 'Sanghoon Sull']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00731
Scribble-Supervised Semantic Segmentation by Uncertainty Reduction on Neural Representation and Self-Supervision on Neural Eigenspace.,"['Zhiyi Pan', 'Peng Jiang', 'Yunhai Wang', 'Changhe Tu', 'Anthony G. Cohn']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00732
Scaling Semantic Segmentation Beyond 1K Classes on a Single GPU.,"['Shipra Jain', 'Danda Pani Paudel', 'Martin Danelljan', 'Luc Van Gool']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00733
Differentiable Convolution Search for Point Cloud Processing.,"['Xing Nie', 'Yongcheng Liu', 'Shaohong Chen', 'Jianlong Chang', 'Chunlei Huo', 'Gaofeng Meng', 'Qi Tian', 'Weiming Hu', 'Chunhong Pan']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00734
DRINet: A Dual-Representation Iterative Learning Network for Point Cloud Segmentation.,"['Maosheng Ye', 'Shuangjie Xu', 'Tongyi Cao', 'Qifeng Chen']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00735
CPFN: Cascaded Primitive Fitting Networks for High-Resolution Point Clouds.,"['Eric-Tuan Lê', 'Minhyuk Sung', 'Duygu Ceylan', 'Radomír Mech', 'Tamy Boubekeur', 'Niloy J. Mitra']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00736
Interpolation-Aware Padding for 3D Sparse Convolutional Neural Networks.,"['Yu-Qi Yang', 'Peng-Shuai Wang', 'Yang Liu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00737
Spatio-Temporal Dynamic Inference Network for Group Activity Recognition.,"['Hangjie Yuan', 'Dong Ni', 'Mang Wang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00738
Dynamic Divide-and-Conquer Adversarial Training for Robust Semantic Segmentation.,"['Xiaogang Xu', 'Hengshuang Zhao', 'Jiaya Jia']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00739
Towards Robustness of Deep Neural Networks via Regularization.,"['Yao Li', 'Martin Renqiang Min', 'Thomas C. M. Lee', 'Wenchao Yu', 'Erik Kruus', 'Wei Wang', 'Cho-Jui Hsieh']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00740
AdvDrop: Adversarial Attack to DNNs by Dropping Information.,"['Ranjie Duan', 'Yuefeng Chen', 'Dantong Niu', 'Yun Yang', 'A. Kai Qin', 'Yuan He']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00741
S3VAADA: Submodular Subset Selection for Virtual Adversarial Active Domain Adaptation.,"['Harsh Rangwani', 'Arihant Jain', 'Sumukh K. Aithal', 'R. Venkatesh Babu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00742
Can Shape Structure Features Improve Model Robustness under Diverse Adversarial Settings?,"['Mingjie Sun', 'Zichao Li', 'Chaowei Xiao', 'Haonan Qiu', 'Bhavya Kailkhura', 'Mingyan Liu', 'Bo Li']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00743
Self-Supervised Vessel Segmentation via Adversarial Learning.,"['Yuxin Ma', 'Yang Hua', 'Hanming Deng', 'Tao Song', 'Hao Wang', 'Zhengui Xue', 'Heng Cao', 'Ruhui Ma', 'Haibing Guan']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00744
MultiSiam: Self-supervised Multi-instance Siamese Representation Learning for Autonomous Driving.,"['Kai Chen', 'Lanqing Hong', 'Hang Xu', 'Zhenguo Li', 'Dit-Yan Yeung']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00745
Tripartite Information Mining and Integration for Image Matting.,"['Yuhao Liu', 'Jiake Xie', 'Xiao Shi', 'Yu Qiao', 'Yujie Huang', 'Yong Tang', 'Xin Yang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00746
OadTR: Online Action Detection with Transformers.,"['Xiang Wang', 'Shiwei Zhang', 'Zhiwu Qing', 'Yuanjie Shao', 'Zhengrong Zuo', 'Changxin Gao', 'Nong Sang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00747
AdaMML: Adaptive Multi-Modal Learning for Efficient Video Recognition.,"['Rameswar Panda', 'Chun-Fu (Richard) Chen', 'Quanfu Fan', 'Ximeng Sun', 'Kate Saenko', 'Aude Oliva', 'Rogério Feris']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00748
Q-Match: Iterative Shape Matching via Quantum Annealing.,"['Marcel Seelbach Benkner', 'Zorah Lähner', 'Vladislav Golyanik', 'Christof Wunderlich', 'Christian Theobalt', 'Michael Moeller']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00749
A Backdoor Attack against 3D Point Cloud Classifiers.,"['Zhen Xiang', 'David J. Miller', 'Siheng Chen', 'Xi Li', 'George Kesidis']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00750
Robustness Certification for Point Cloud Models.,"['Tobias Lorenz', 'Anian Ruoss', 'Mislav Balunovic', 'Gagandeep Singh', 'Martin T. Vechev']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00751
DRIVE: Deep Reinforced Accident Anticipation with Visual Explanation.,"['Wentao Bao', 'Qi Yu', 'Yu Kong']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00752
Where are you heading? Dynamic Trajectory Prediction with Expert Goal Examples.,"['He Zhao', 'Richard P. Wildes']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00753
Feature Importance-aware Transferable Adversarial Attacks.,"['Zhibo Wang', 'Hengchang Guo', 'Zhifei Zhang', 'Wenxin Liu', 'Zhan Qin', 'Kui Ren']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00754
TkML-AP: Adversarial Attacks to Top-k Multi-Label Learning.,"['Shu Hu', 'Lipeng Ke', 'Xin Wang', 'Siwei Lyu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00755
AGKD-BML: Defense Against Adversarial Attack by Attention Guided Knowledge Distillation and Bi-directional Metric Learning.,"['Hong Wang', 'Yuefan Deng', 'Shinjae Yoo', 'Haibin Ling', 'Yuewei Lin']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00756
Just One Moment: Structural Vulnerability of Deep Action Recognition against One Frame Attack.,"['Jaehui Hwang', 'Jun-Hyuk Kim', 'Jun-Ho Choi', 'Jong-Seok Lee']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00757
Sample Efficient Detection and Classification of Adversarial Attacks via Self-Supervised Embeddings.,"['Mazda Moayeri', 'Soheil Feizi']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00758
Adversarial Example Detection Using Latent Neighborhood Graph.,"['Ahmed Abusnaina', 'Yuhang Wu', 'Sunpreet S. Arora', 'Yizhen Wang', 'Fei Wang', 'Hao Yang', 'David Mohaisen']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00759
Parallel Rectangle Flip Attack: A Query-based Black-box Attack against Object Detection.,"['Siyuan Liang', 'Baoyuan Wu', 'Yanbo Fan', 'Xingxing Wei', 'Xiaochun Cao']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00760
On Generating Transferable Targeted Perturbations.,"['Muzammal Naseer', 'Salman H. Khan', 'Munawar Hayat', 'Fahad Shahbaz Khan', 'Fatih Porikli']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00761
ProFlip: Targeted Trojan Attack with Progressive Bit Flips.,"['Huili Chen', 'Cheng Fu', 'Jishen Zhao', 'Farinaz Koushanfar']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00762
Towards Understanding the Generative Capability of Adversarially Robust Classifiers.,"['Yao Zhu', 'Jiacheng Ma', 'Jiacheng Sun', 'Zewei Chen', 'Rongxin Jiang', 'Yaowu Chen', 'Zhenguo Li']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00763
Augmented Lagrangian Adversarial Attacks.,"['Jérôme Rony', 'Eric Granger', 'Marco Pedersoli', 'Ismail Ben Ayed']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00764
Meta Gradient Adversarial Attack.,"['Zheng Yuan', 'Jie Zhang', 'Yunpei Jia', 'Chuanqi Tan', 'Tao Xue', 'Shiguang Shan']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00765
Reliably fast adversarial training via latent adversarial perturbation.,"['Geon Yeong Park', 'Sang Wan Lee']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00766
Adversarial Attacks On Multi-Agent Communication.,"['James Tu', 'Tsun-Hsuan Wang', 'Jingkang Wang', 'Sivabalan Manivasagam', 'Mengye Ren', 'Raquel Urtasun']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00767
Consistency-Sensitivity Guided Ensemble Black-Box Adversarial Attacks in Low-Dimensional Spaces.,"['Jianhe Yuan', 'Zhihai He']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00768
Meta-Attack: Class-agnostic and Model-agnostic Physical Adversarial Attack.,"['Weiwei Feng', 'Baoyuan Wu', 'Tianzhu Zhang', 'Yong Zhang', 'Yongdong Zhang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00769
Minimal Adversarial Examples for Deep Learning on 3D Point Clouds.,"['Jaeyeon Kim', 'Binh-Son Hua', 'Duc Thanh Nguyen', 'Sai-Kit Yeung']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00770
Relating Adversarially Robust Generalization to Flat Minima.,"['David Stutz', 'Matthias Hein', 'Bernt Schiele']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00771
Batch Normalization Increases Adversarial Vulnerability and Decreases Adversarial Transferability: A Non-Robust Feature Perspective.,"['Philipp Benz', 'Chaoning Zhang', 'In So Kweon']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00772
Integer-arithmetic-only Certified Robustness for Quantized Neural Networks.,"['Haowen Lin', 'Jian Lou', 'Li Xiong', 'Cyrus Shahabi']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00773
On the Robustness of Vision Transformers to Adversarial Examples.,"['Kaleel Mahmood', 'Rigel Mahmood', 'Marten van Dijk']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00774
Naturalistic Physical Adversarial Patch for Object Detectors.,"['Yu-Chih-Tuan Hu', 'Jun-Cheng Chen', 'Bo-Han Kung', 'Kai-Lung Hua', 'Daniel Stanley Tan']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00775
Exploiting Multi-Object Relationships for Detecting Adversarial Attacks in Complex Scenes.,"['Mingjun Yin', 'Shasha Li', 'Zikui Cai', 'Chengyu Song', 'M. Salman Asif', 'Amit K. Roy-Chowdhury', 'Srikanth V. Krishnamurthy']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00776
Data-free Universal Adversarial Perturbation and Black-box Attack.,"['Chaoning Zhang', 'Philipp Benz', 'Adil Karjauv', 'In So Kweon']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00777
Removing Adversarial Noise in Class Activation Feature Space.,"['Dawei Zhou', 'Nannan Wang', 'Chunlei Peng', 'Xinbo Gao', 'Xiaoyu Wang', 'Jun Yu', 'Tongliang Liu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00778
End-to-End Unsupervised Document Image Blind Denoising.,"['Mehrdad J. Gangeh', 'Marcin Plata', 'Hamid R. Motahari Nezhad', 'Nigel P. Duffy']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00779
Fooling LiDAR Perception via Adversarial Trajectory Perturbation.,"['Yiming Li', 'Congcong Wen', 'Felix Juefei-Xu', 'Chen Feng']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00780
Sensor-Guided Optical Flow.,"['Matteo Poggi', 'Filippo Aleotti', 'Stefano Mattoccia']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00781
Group-aware Contrastive Regression for Action Quality Assessment.,"['Xumin Yu', 'Yongming Rao', 'Wenliang Zhao', 'Jiwen Lu', 'Jie Zhou']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00782
Online-trained Upsampler for Deep Low Complexity Video Compression.,"['Jan P. Klopp', 'Keng-Chi Liu', 'Shao-Yi Chien', 'Liang-Gee Chen']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00783
Contrast and Order Representations for Video Self-supervised Learning.,"['Kai Hu', 'Jie Shao', 'Yuan Liu', 'Bhiksha Raj', 'Marios Savvides', 'Zhiqiang Shen']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00784
Temporal Cue Guided Video Highlight Detection with Low-Rank Audio-Visual Fusion.,"['Qinghao Ye', 'Xiyue Shen', 'Yuan Gao', 'Zirui Wang', 'Qi Bi', 'Ping Li', 'Guang Yang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00785
VideoLT: Large-scale Long-tailed Video Recognition.,"['Xing Zhang', 'Zuxuan Wu', 'Zejia Weng', 'Huazhu Fu', 'Jingjing Chen', 'Yu-Gang Jiang', 'Larry Davis']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00786
Cross-category Video Highlight Detection via Set-based Learning.,"['Minghao Xu', 'Hang Wang', 'Bingbing Ni', 'Riheng Zhu', 'Zhenbang Sun', 'Changhu Wang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00787
PR-Net: Preference Reasoning for Personalized Video Highlight Detection.,"['Runnan Chen', 'Penghao Zhou', 'Wenzhe Wang', 'Nenglun Chen', 'Pai Peng', 'Xing Sun', 'Wenping Wang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00788
Enhancing Self-supervised Video Representation Learning via Multi-level Feature Optimization.,"['Rui Qian', 'Yuxi Li', 'Huabin Liu', 'John See', 'Shuangrui Ding', 'Xian Liu', 'Dian Li', 'Weiyao Lin']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00789
Foreground-Action Consistency Network for Weakly Supervised Temporal Action Localization.,"['Linjiang Huang', 'Liang Wang', 'Hongsheng Li']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00790
Multimodal Clustering Networks for Self-supervised Learning from Unlabeled Videos.,"['Brian Chen', 'Andrew Rouditchenko', 'Kevin Duarte', 'Hilde Kuehne', 'Samuel Thomas', 'Angie W. Boggust', 'Rameswar Panda', 'Brian Kingsbury', 'Rogério Feris', 'David Harwath', 'James R. Glass', 'Michael Picheny', 'Shih-Fu Chang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00791
Temporal Action Detection with Multi-level Supervision.,"['Baifeng Shi', 'Qi Dai', 'Judy Hoffman', 'Kate Saenko', 'Trevor Darrell', 'Huijuan Xu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00792
Searching for Two-Stream Models in Multivariate Space for Video Recognition.,"['Xinyu Gong', 'Heng Wang', 'Zheng Shou', 'Matt Feiszli', 'Zhangyang Wang', 'Zhicheng Yan']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00793
Crossover Learning for Fast Online Video Instance Segmentation.,"['Shusheng Yang', 'Yuxin Fang', 'Xinggang Wang', 'Yu Li', 'Chen Fang', 'Ying Shan', 'Bin Feng', 'Wenyu Liu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00794
Domain Adaptive Video Segmentation via Temporal Consistency Regularization.,"['Dayan Guan', 'Jiaxing Huang', 'Aoran Xiao', 'Shijian Lu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00795
Video Object Segmentation with Dynamic Memory Networks and Adaptive Object Alignment.,"['Shuxian Liang', 'Xu Shen', 'Jianqiang Huang', 'Xian-Sheng Hua']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00796
Generic Event Boundary Detection: A Benchmark for Event Segmentation.,"['Mike Zheng Shou', 'Stan Weixian Lei', 'Weiyao Wang', 'Deepti Ghadiyaram', 'Matt Feiszli']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00797
Weakly-Supervised Action Segmentation and Alignment via Transcript-Aware Union-of-Subspaces Learning.,"['Zijia Lu', 'Ehsan Elhamifar']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00798
ASCNet: Self-supervised Video Representation Learning with Appearance-Speed Consistency.,"['Deng Huang', 'Wenhao Wu', 'Weiwen Hu', 'Xu Liu', 'Dongliang He', 'Zhihua Wu', 'Xiangmiao Wu', 'Mingkui Tan', 'Errui Ding']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00799
Detecting Human-Object Relationships in Videos.,"['Jingwei Ji', 'Rishi Desai', 'Juan Carlos Niebles']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00800
Unified Graph Structured Models for Video Understanding.,"['Anurag Arnab', 'Chen Sun', 'Cordelia Schmid']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00801
Joint Visual and Audio Learning for Video Highlight Detection.,"['Taivanbat Badamdorj', 'Mrigank Rochan', 'Yang Wang', 'Li Cheng']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00802
TF-Blender: Temporal Feature Blender for Video Object Detection.,"['Yiming Cui', 'Liqi Yan', 'Zhiwen Cao', 'Dongfang Liu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00803
Attention is not Enough: Mitigating the Distribution Discrepancy in Asynchronous Multimodal Sequence Fusion.,"['Tao Liang', 'Guosheng Lin', 'Lei Feng', 'Yan Zhang', 'Fengmao Lv']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00804
HighlightMe: Detecting Highlights from Human-Centric Videos.,"['Uttaran Bhattacharya', 'Gang Wu', 'Stefano Petrangeli', 'Viswanathan Swaminathan', 'Dinesh Manocha']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00805
Interactive Prototype Learning for Egocentric Action Recognition.,"['Xiaohan Wang', 'Linchao Zhu', 'Heng Wang', 'Yi Yang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00806
Watch Only Once: An End-to-End Video Action Detection Framework.,"['Shoufa Chen', 'Peize Sun', 'Enze Xie', 'Chongjian Ge', 'Jiannan Wu', 'Lan Ma', 'Jiajun Shen', 'Ping Luo']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00807
Frequency-Aware Spatiotemporal Transformers for Video Inpainting Detection.,"['Bingyao Yu', 'Wanhua Li', 'Xiu Li', 'Jiwen Lu', 'Jie Zhou']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00808
Parallel Detection-and-Segmentation Learning for Weakly Supervised Instance Segmentation.,"['Yunhang Shen', 'Liujuan Cao', 'Zhiwei Chen', 'Baochang Zhang', 'Chi Su', 'Yongjian Wu', 'Feiyue Huang', 'Rongrong Ji']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00809
GistNet: a Geometric Structure Transfer Network for Long-Tailed Recognition.,"['Bo Liu', 'Haoxiang Li', 'Hao Kang', 'Gang Hua', 'Nuno Vasconcelos']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00810
Semi-Supervised Semantic Segmentation with Pixel-Level Contrastive Learning from a Class-wise Memory Bank.,"['Iñigo Alonso', 'Alberto Sabater', 'David Ferstl', 'Luis Montesano', 'Ana C. Murillo']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00811
A Simple Baseline for Semi-supervised Semantic Segmentation with Strong Data Augmentation*.,"['Jianlong Yuan', 'Yifan Liu', 'Chunhua Shen', 'Zhibin Wang', 'Hao Li']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00812
Self-Supervised Video Representation Learning with Meta-Contrastive Network.,"['Yuanze Lin', 'Xun Guo', 'Yan Lu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00813
Continual Prototype Evolution: Learning Online from Non-Stationary Data Streams.,"['Matthias De Lange', 'Tinne Tuytelaars']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00814
CCT-Net: Category-Invariant Cross-Domain Transfer for Medical Single-to-Multiple Disease Diagnosis.,"['Yi Zhou', 'Lei Huang', 'Tao Zhou', 'Ling Shao']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00815
Exploring Inter-Channel Correlation for Diversity-preserved Knowledge Distillation.,"['Li Liu', 'Qingle Huang', 'Sihao Lin', 'Hongwei Xie', 'Bing Wang', 'Xiaojun Chang', 'Xiaodan Liang']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00816
Online Continual Learning with Natural Distribution Shifts: An Empirical Study with Visual Data.,"['Zhipeng Cai', 'Ozan Sener', 'Vladlen Koltun']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00817
Task Switching Network for Multi-task Learning.,"['Guolei Sun', 'Thomas Probst', 'Danda Pani Paudel', 'Nikola Popovic', 'Menelaos Kanakis', 'Jagruti Patel', 'Dengxin Dai', 'Luc Van Gool']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00818
Semantically Coherent Out-of-Distribution Detection.,"['Jingkang Yang', 'Haoqi Wang', 'Litong Feng', 'Xiaopeng Yan', 'Huabin Zheng', 'Wayne Zhang', 'Ziwei Liu']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00819
Trash to Treasure: Harvesting OOD Data with Cross-Modal Matching for Open-Set Semi-Supervised Learning.,"['Junkai Huang', 'Chaowei Fang', 'Weikai Chen', 'Zhenhua Chai', 'Xiaolin Wei', 'Pengxu Wei', 'Liang Lin', 'Guanbin Li']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00820
NAS-OoD: Neural Architecture Search for Out-of-Distribution Generalization.,"['Haoyue Bai', 'Fengwei Zhou', 'Lanqing Hong', 'Nanyang Ye', 'S.-H. Gary Chan', 'Zhenguo Li']",2021,ICCV 2021,https://doi.org/10.1109/ICCV48922.2021.00821
