title,authors,year,conference,link
DetZero: Rethinking Offboard 3D Object Detection with Long-term Sequential Point Clouds.,"['Tao Ma', 'Xuemeng Yang', 'Hongbin Zhou', 'Xin Li', 'Botian Shi', 'Junjie Liu', 'Yuchen Yang', 'Zhizheng Liu', 'Liang He', 'Yu Qiao', 'Yikang Li', 'Hongsheng Li']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00620
DETRs with Collaborative Hybrid Assignments Training.,"['Zhuofan Zong', 'Guanglu Song', 'Yu Liu']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00621
Open-Vocabulary Object Detection With an Open Corpus.,"['Jiong Wang', 'Huiming Zhang', 'Haiwen Hong', 'Xuan Jin', 'Yuan He', 'Hui Xue', 'Zhou Zhao']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00622
SparseDet: Improving Sparsely Annotated Object Detection with Pseudo-positive Mining.,"['Saksham Suri', 'Sai Saketh Rambhatla', 'Rama Chellappa', 'Abhinav Shrivastava']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00623
Unsupervised Surface Anomaly Detection with Diffusion Probabilistic Model.,"['Xinyi Zhang', 'Naiqi Li', 'Jiawei Li', 'Tao Dai', 'Yong Jiang', 'Shu-Tao Xia']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00624
UniTR: A Unified and Efficient Multi-Modal Transformer for Bird's-Eye-View Representation.,"['Haiyang Wang', 'Hao Tang', 'Shaoshuai Shi', 'Aoxue Li', 'Zhenguo Li', 'Bernt Schiele', 'Liwei Wang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00625
Focus the Discrepancy: Intra- and Inter-Correlation Learning for Image Anomaly Detection.,"['Xincheng Yao', 'Ruoqi Li', 'Zefeng Qian', 'Yan Luo', 'Chongyang Zhang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00626
MonoNeRD: NeRF-like Representations for Monocular 3D Object Detection.,"['Junkai Xu', 'Liang Peng', 'Haoran Chen', 'Hao Li', 'Wei Qian', 'Ke Li', 'Wenxiao Wang', 'Deng Cai']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00627
Integrally Migrating Pre-trained Transformer Encoder-decoders for Visual Object Detection.,"['Feng Liu', 'Xiaosong Zhang', 'Zhiliang Peng', 'Zonghao Guo', 'Fang Wan', 'Xiangyang Ji', 'Qixiang Ye']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00628
Generating Dynamic Kernels via Transformers for Lane Detection.,"['Ziye Chen', 'Yu Liu', 'Mingming Gong', 'Bo Du', 'Guoqi Qian', 'Kate Smith-Miles']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00629
Meta-ZSDETR: Zero-shot DETR with Meta-learning.,"['Lu Zhang', 'Chenbo Zhang', 'Jiajia Zhao', 'Jihong Guan', 'Shuigeng Zhou']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00630
Spatial Self-Distillation for Object Detection with Inaccurate Bounding Boxes.,"['Di Wu', 'Pengfei Chen', 'Xuehui Yu', 'Guorong Li', 'Zhenjun Han', 'Jianbin Jiao']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00631
AlignDet: Aligning Pre-training and Fine-tuning in Object Detection.,"['Ming Li', 'Jie Wu', 'Xionghui Wang', 'Chen Chen', 'Jie Qin', 'Xuefeng Xiao', 'Rui Wang', 'Min Zheng', 'Xin Pan']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00632
MULLER: Multilayer Laplacian Resizer for Vision.,"['Zhengzhong Tu', 'Peyman Milanfar', 'Hossein Talebi']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00633
Unilaterally Aggregated Contrastive Learning with Hierarchical Augmentation for Anomaly Detection.,"['Guodong Wang', 'Yunhong Wang', 'Jie Qin', 'Dongming Zhang', 'Xiuguo Bao', 'Di Huang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00634
DETRDistill: A Universal Knowledge Distillation Framework for DETR-families.,"['Jiahao Chang', 'Shuo Wang', 'Hai-Ming Xu', 'Zehui Chen', 'Chenhongyi Yang', 'Feng Zhao']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00635
Delving into Motion-Aware Matching for Monocular 3D Object Tracking.,"['Kuan-Chih Huang', 'Ming-Hsuan Yang', 'Yi-Hsuan Tsai']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00636
FB-BEV: BEV Representation from Forward-Backward View Transformations.,"['Zhiqi Li', 'Zhiding Yu', 'Wenhai Wang', 'Anima Anandkumar', 'Tong Lu', 'José M. Álvarez']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00637
Learning with Noisy Data for Semi-Supervised 3D Object Detection.,"['Zehui Chen', 'Zhenyu Li', 'Shuo Wang', 'Dengpan Fu', 'Feng Zhao']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00638
Boosting Long-tailed Object Detection via Step-wise Learning on Smooth-tail Data.,"['Na Dong', 'Yongqiang Zhang', 'Mingli Ding', 'Gim Hee Lee']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00639
Objects do not disappear: Video object detection by single-frame object location anticipation.,"['Xin Liu', 'Fatemeh Karimi Nejadasl', 'Jan C. van Gemert', 'Olaf Booij', 'Silvia L. Pintea']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00640
Unified Visual Relationship Detection with Vision and Language Models.,"['Long Zhao', 'Liangzhe Yuan', 'Boqing Gong', 'Yin Cui', 'Florian Schroff', 'Ming-Hsuan Yang', 'Hartwig Adam', 'Ting Liu']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00641
Universal Domain Adaptation via Compressive Attention Matching.,"['Didi Zhu', 'Yinchuan Li', 'Junkun Yuan', 'Zexi Li', 'Kun Kuang', 'Chao Wu']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00642
Unsupervised Domain Adaptive Detection with Network Stability Analysis.,"['Wenzhang Zhou', 'Heng Fan', 'Tiejian Luo', 'Libo Zhang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00643
ImGeoNet: Image-induced Geometry-aware Voxel Representation for Multi-view 3D Object Detection.,"['Tao Tu', 'Shun-Po Chuang', 'Yu-Lun Liu', 'Cheng Sun', 'Ke Zhang', 'Donna Roy', 'Cheng-Hao Kuo', 'Min Sun']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00644
Cyclic-Bootstrap Labeling for Weakly Supervised Object Detection.,"['Yufei Yin', 'Jiajun Deng', 'Wengang Zhou', 'Li Li', 'Houqiang Li']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00645
Text-Driven Generative Domain Adaptation with Spectral Consistency Regularization.,"['Zhenhuan Liu', 'Liang Li', 'Jiayu Xiao', 'Zheng-Jun Zha', 'Qingming Huang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00646
MosaiQ: Quantum Generative Adversarial Networks for Image Generation on NISQ Computers.,"['Daniel Silver', 'Aditya Ranjan', 'Tirthak Patel', 'Harshitta Gandhi', 'William Cutler', 'Devesh Tiwari']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00647
Controllable Visual-Tactile Synthesis.,"['Ruihan Gao', 'Wenzhen Yuan', 'Jun-Yan Zhu']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00648
Editing Implicit Assumptions in Text-to-Image Diffusion Models.,"['Hadas Orgad', 'Bahjat Kawar', 'Yonatan Belinkov']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00649
DINAR: Diffusion Inpainting of Neural Textures for One-Shot Human Avatars.,"['David Svitov', 'Dmitrii Gudkov', 'Renat Bashirov', 'Victor Lempitsky']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00650
Smoothness Similarity Regularization for Few-Shot GAN Adaptation.,"['Vadim Sushko', 'Ruyu Wang', 'Juergen Gall']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00651
HSR-Diff: Hyperspectral Image Super-Resolution via Conditional Diffusion Models.,"['Chanyue Wu', 'Dong Wang', 'Yunpeng Bai', 'Hanyu Mao', 'Ying Li', 'Qiang Shen']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00652
Long-Term Photometric Consistent Novel View Synthesis with Diffusion Models.,"['Jason J. Yu', 'Fereshteh Forghani', 'Konstantinos G. Derpanis', 'Marcus A. Brubaker']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00653
AutoDiffusion: Training-Free Optimization of Time Steps and Architectures for Automated Diffusion Model Acceleration.,"['Lijiang Li', 'Huixia Li', 'Xiawu Zheng', 'Jie Wu', 'Xuefeng Xiao', 'Rui Wang', 'Min Zheng', 'Xin Pan', 'Fei Chao', 'Rongrong Ji']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00654
Collecting The Puzzle Pieces: Disentangled Self-Driven Human Pose Transfer by Permuting Textures.,"['Nannan Li', 'Kevin J. Shih', 'Bryan A. Plummer']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00655
Multi-Directional Subspace Editing in Style-Space.,['Chen Naveh'],2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00656
HyperReenact: One-Shot Reenactment via Jointly Learning to Refine and Retarget Faces.,"['Stella Bounareli', 'Christos Tzelepis', 'Vasileios Argyriou', 'Ioannis Patras', 'Georgios Tzimiropoulos']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00657
Generating Realistic Images from In-the-wild Sounds.,"['Taegyeong Lee', 'Jeonghun Kang', 'Hyeonyu Kim', 'Taehwan Kim']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00658
CC3D: Layout-Conditioned Generation of Compositional 3D Scenes.,"['Sherwin Bahmani', 'Jeong Joon Park', 'Despoina Paschalidou', 'Xingguang Yan', 'Gordon Wetzstein', 'Leonidas J. Guibas', 'Andrea Tagliasacchi']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00659
UMFuse: Unified Multi View Fusion for Human Editing applications.,"['Rishabh Jain', 'Mayur Hemani', 'Duygu Ceylan', 'Krishna Kumar Singh', 'Jingwan Lu', 'Mausoom Sarkar', 'Balaji Krishnamurthy']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00660
Evaluating Data Attribution for Text-to-Image Models.,"['Sheng-Yu Wang', 'Alexei A. Efros', 'Jun-Yan Zhu', 'Richard Zhang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00661
Neural Characteristic Function Learning for Conditional Image Generation.,"['Shengxi Li', 'Jialu Zhang', 'Yifei Li', 'Mai Xu', 'Xin Deng', 'Li Li']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00662
WaveIPT: Joint Attention and Flow Alignment in the Wavelet domain for Pose Transfer.,"['Liyuan Ma', 'Tingwei Gao', 'Haitian Jiang', 'Haibin Shen', 'Kejie Huang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00663
LayoutDiffusion: Improving Graphic Layout Generation by Discrete Diffusion Probabilistic Models.,"['Junyi Zhang', 'Jiaqi Guo', 'Shizhao Sun', 'Jian-Guang Lou', 'Dongmei Zhang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00664
Human-Inspired Facial Sketch Synthesis with Dynamic Adaptation.,"['Fei Gao', 'Yifan Zhu', 'Chang Jiang', 'Nannan Wang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00665
Conceptual and Hierarchical Latent Space Decomposition for Face Editing.,"['Savas Özkan', 'Mete Özay', 'Tom Robinson']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00666
Improving Diversity in Zero-Shot GAN Adaptation with Semantic Variations.,"['Seogkyu Jeon', 'Bei Liu', 'Pilhyeon Lee', 'Kibeom Hong', 'Jianlong Fu', 'Hyeran Byun']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00667
BallGAN: 3D-aware Image Synthesis with a Spherical Background.,"['Minjung Shin', 'Yunji Seo', 'Jeongmin Bae', 'Young Sun Choi', 'Hyunsu Kim', 'Hyeran Byun', 'Youngjung Uh']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00668
End-to-End Diffusion Latent Optimization Improves Classifier Guidance.,"['Bram Wallace', 'Akash Gokul', 'Stefano Ermon', 'Nikhil Naik']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00669
Deep Geometrized Cartoon Line Inbetweening.,"['Li Siyao', 'Tianpei Gu', 'Weiye Xiao', 'Henghui Ding', 'Ziwei Liu', 'Chen Change Loy']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00670
UnitedHuman: Harnessing Multi-Source Data for High-Resolution Human Generation.,"['Jianglin Fu', 'Shikai Li', 'Yuming Jiang', 'Kwan-Yee Lin', 'Wayne Wu', 'Ziwei Liu']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00671
Towards Authentic Face Restoration with Iterative Diffusion Models and Beyond.,"['Yang Zhao', 'Tingbo Hou', 'Yu-Chuan Su', 'Xuhui Jia', 'Yandong Li', 'Matthias Grundmann']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00672
SVDiff: Compact Parameter Space for Diffusion Fine-Tuning.,"['Ligong Han', 'Yinxiao Li', 'Han Zhang', 'Peyman Milanfar', 'Dimitris N. Metaxas', 'Feng Yang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00673
MI-GAN: A Simple Baseline for Image Inpainting on Mobile Devices.,"['Andranik Sargsyan', 'Shant Navasardyan', 'Xingqian Xu', 'Humphrey Shi']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00674
Structure and Content-Guided Video Synthesis with Diffusion Models.,"['Patrick Esser', 'Johnathan Chiu', 'Parmida Atighehchian', 'Jonathan Granskog', 'Anastasis Germanidis']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00675
Scenimefy: Learning to Craft Anime Scene via Semi-Supervised Image-to-Image Translation.,"['Yuxin Jiang', 'Liming Jiang', 'Shuai Yang', 'Chen Change Loy']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00676
Efficient-VQGAN: Towards High-Resolution Image Generation with Efficient Vision Transformers.,"['Shiyue Cao', 'Yueqin Yin', 'Lianghua Huang', 'Yu Liu', 'Xin Zhao', 'Deli Zhao', 'Kaiqi Huang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00677
A Latent Space of Stochastic Diffusion Models for Zero-Shot Image Editing and Guidance.,"['Chen Henry Wu', 'Fernando De la Torre']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00678
Generative Multiplane Neural Radiance for 3D-Aware Image Generation.,"['Amandeep Kumar', 'Ankan Kumar Bhunia', 'Sanath Narayan', 'Hisham Cholakkal', 'Rao Muhammad Anwer', 'Salman H. Khan', 'Ming-Hsuan Yang', 'Fahad Shahbaz Khan']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00679
Parallax-Tolerant Unsupervised Deep Image Stitching.,"['Lang Nie', 'Chunyu Lin', 'Kang Liao', 'Shuaicheng Liu', 'Yao Zhao']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00680
GAIT: Generating Aesthetic Indoor Tours with Deep Reinforcement Learning.,"['Desai Xie', 'Ping Hu', 'Xin Sun', 'Sören Pirk', 'Jianming Zhang', 'Radomír Mech', 'Arie E. Kaufman']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00681
EverLight: Indoor-Outdoor Editable HDR Lighting Estimation.,"['Mohammad Reza Karimi Dastjerdi', 'Jonathan Eisenmann', 'Yannick Hold-Geoffroy', 'Jean-François Lalonde']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00682
Prompt Tuning Inversion for Text-Driven Image Editing Using Diffusion Models.,"['Wenkai Dong', 'Song Xue', 'Xiaoyue Duan', 'Shumin Han']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00683
Efficient Diffusion Training via Min-SNR Weighting Strategy.,"['Tiankai Hang', 'Shuyang Gu', 'Chen Li', 'Jianmin Bao', 'Dong Chen', 'Han Hu', 'Xin Geng', 'Baining Guo']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00684
BoxDiff: Text-to-Image Synthesis with Training-Free Box-Constrained Diffusion.,"['Jinheng Xie', 'Yuexiang Li', 'Yawen Huang', 'Haozhe Liu', 'Wentian Zhang', 'Yefeng Zheng', 'Mike Zheng Shou']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00685
Improving Sample Quality of Diffusion Models Using Self-Attention Guidance.,"['Susung Hong', 'Gyuseong Lee', 'Wooseok Jang', 'Seungryong Kim']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00686
Not All Steps are Created Equal: Selective Diffusion Distillation for Image Manipulation.,"['Luozhou Wang', 'Shuai Yang', 'Shu Liu', 'Ying-Cong Chen']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00687
Deep Image Harmonization with Learnable Augmentation.,"['Li Niu', 'Junyan Cao', 'Wenyan Cong', 'Liqing Zhang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00688
Out-of-domain GAN inversion via Invertibility Decomposition for Photo-Realistic Human Face Manipulation.,"['Xin Yang', 'Xiaogang Xu', 'Yingcong Chen']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00689
Bidirectionally Deformable Motion Modulation For Video-based Human Pose Transfer.,"['Wing Yin Yu', 'Lai-Man Po', 'Ray C. C. Cheung', 'Yuzhi Zhao', 'Yu Xue', 'Kun Li']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00690
Size Does Matter: Size-aware Virtual Try-on via Clothing-oriented Transformation Try-on Network.,"['Chieh-Yun Chen', 'Yi-Chung Chen', 'Hong-Han Shuai', 'Wen-Huang Cheng']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00691
VidStyleODE: Disentangled Video Editing via StyleGAN and NeuralODEs.,"['Moayed Haji Ali', 'Andrew Bond', 'Levent Karacan', 'Tolga Birdal', 'Erkut Erdem', 'Duygu Ceylan', 'Aykut Erdem']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00692
Learning Global-aware Kernel for Image Harmonization.,"['Xintian Shen', 'Jiangning Zhang', 'Jun Chen', 'Shipeng Bai', 'Yue Han', 'Yabiao Wang', 'Chengjie Wang', 'Yong Liu']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00693
Expressive Text-to-Image Generation with Rich Text.,"['Songwei Ge', 'Taesung Park', 'Jun-Yan Zhu', 'Jia-Bin Huang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00694
A Large-Scale Outdoor Multi-modal Dataset and Benchmark for Novel View Synthesis and Implicit Scene Reconstruction.,"['Chongshan Lu', 'Fukun Yin', 'Xin Chen', 'Wen Liu', 'Tao Chen', 'Gang Yu', 'Jiayuan Fan']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00695
Efficient Region-Aware Neural Radiance Fields for High-Fidelity Talking Portrait Synthesis.,"['Jiahe Li', 'Jiawei Zhang', 'Xiao Bai', 'Jun Zhou', 'Lin Gu']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00696
Perceptual Artifacts Localization for Image Synthesis Tasks.,"['Lingzhi Zhang', 'Zhengjie Xu', 'Connelly Barnes', 'Yuqian Zhou', 'Qing Liu', 'He Zhang', 'Sohrab Amirghodsi', 'Zhe Lin', 'Eli Shechtman', 'Jianbo Shi']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00697
Learning to Generate Semantic Layouts for Higher Text-Image Correspondence in Text-to-Image Synthesis.,"['Minho Park', 'Jooyeol Yun', 'Seunghwan Choi', 'Jaegul Choo']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00698
StylerDALLE: Language-Guided Style Transfer Using a Vector-Quantized Tokenizer of a Large-Scale Generative Model.,"['Zipeng Xu', 'Enver Sangineto', 'Nicu Sebe']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00699
Shortcut-V2V: Compression Framework for Video-to-Video Translation based on Temporal Redundancy Reduction.,"['Chaeyeon Chung', 'Yeojeong Park', 'Seunghwan Choi', 'Munkhsoyol Ganbat', 'Jaegul Choo']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00700
Tune-A-Video: One-Shot Tuning of Image Diffusion Models for Text-to-Video Generation.,"['Jay Zhangjie Wu', 'Yixiao Ge', 'Xintao Wang', 'Stan Weixian Lei', 'Yuchao Gu', 'Yufei Shi', 'Wynne Hsu', 'Ying Shan', 'Xiaohu Qie', 'Mike Zheng Shou']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00701
BlendFace: Re-designing Identity Encoders for Face-Swapping.,"['Kaede Shiohara', 'Xingchao Yang', 'Takafumi Taketomi']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00702
Talking Head Generation with Probabilistic Audio-to-Visual Diffusion Priors.,"['Zhentao Yu', 'Zixin Yin', 'Deyu Zhou', 'Duomin Wang', 'Finn Wong', 'Baoyuan Wang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00703
LinkGAN: Linking GAN Latents to Pixels for Controllable Image Synthesis.,"['Jiapeng Zhu', 'Ceyuan Yang', 'Yujun Shen', 'Zifan Shi', 'Bo Dai', 'Deli Zhao', 'Qifeng Chen']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00704
Open-vocabulary Object Segmentation with Diffusion Models.,"['Ziyi Li', 'Qinye Zhou', 'Xiaoyun Zhang', 'Ya Zhang', 'Yanfeng Wang', 'Weidi Xie']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00705
StyleDiffusion: Controllable Disentangled Style Transfer via Diffusion Models.,"['Zhizhong Wang', 'Lei Zhao', 'Wei Xing']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00706
ToonTalker: Cross-Domain Face Reenactment.,"['Yuan Gong', 'Yong Zhang', 'Xiaodong Cun', 'Fei Yin', 'Yanbo Fan', 'Xuan Wang', 'Baoyuan Wu', 'Yujiu Yang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00707
Dense Text-to-Image Generation with Attention Modulation.,"['Yunji Kim', 'Jiyoung Lee', 'Jin-Hwa Kim', 'Jung-Woo Ha', 'Jun-Yan Zhu']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00708
Householder Projector for Unsupervised Latent Semantics Discovery.,"['Yue Song', 'Jichao Zhang', 'Nicu Sebe', 'Wei Wang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00709
Deep Image Harmonization with Globally Guided Feature Transformation and Relation Distillation.,"['Li Niu', 'Linfeng Tan', 'Xinhao Tao', 'Junyan Cao', 'Fengjun Guo', 'Teng Long', 'Liqing Zhang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00710
One-Shot Generative Domain Adaptation.,"['Ceyuan Yang', 'Yujun Shen', 'Zhiyi Zhang', 'Yinghao Xu', 'Jiapeng Zhu', 'Zhirong Wu', 'Bolei Zhou']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00711
Hashing Neural Video Decomposition with Multiplicative Residuals in Space-Time.,"['Cheng-Hung Chan', 'Cheng-Yang Yuan', 'Cheng Sun', 'Hwann-Tzong Chen']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00712
"Versatile Diffusion: Text, Images and Variations All in One Diffusion Model.","['Xingqian Xu', 'Zhangyang Wang', 'Eric J. Zhang', 'Kai Wang', 'Humphrey Shi']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00713
Harnessing the Spatial-Temporal Attention of Diffusion Models for High-Fidelity Text-to-Image Synthesis.,"['Qiucheng Wu', 'Yujian Liu', 'Handong Zhao', 'Trung Bui', 'Zhe Lin', 'Yang Zhang', 'Shiyu Chang']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00714
Sound Source Localization is All about Cross-Modal Alignment.,"['Arda Senocak', 'Hyeonggon Ryu', 'Junsik Kim', 'Tae-Hyun Oh', 'Hanspeter Pfister', 'Joon Son Chung']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00715
Class-Incremental Grouping Network for Continual Audio-Visual Learning.,"['Shentong Mo', 'Weiguo Pian', 'Yapeng Tian']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00716
Audio-Visual Class-Incremental Learning.,"['Weiguo Pian', 'Shentong Mo', 'Yunhui Guo', 'Yapeng Tian']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00717
DiffV2S: Diffusion-based Video-to-Speech Synthesis with Vision-guided Speaker Embedding.,"['Jeongsoo Choi', 'Joanna Hong', 'Yong Man Ro']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00718
The Power of Sound (TPoS): Audio Reactive Video Generation with Stable Diffusion.,"['Yujin Jeong', 'Wonjeong Ryoo', 'Seunghyun Lee', 'Dabin Seo', 'Wonmin Byeon', 'Sangpil Kim', 'Jinkyu Kim']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00719
SIDGAN: High-Resolution Dubbed Video Generation via Shift-Invariant Learning.,"['Urwa Muaz', 'Wondong Jang', 'Rohun Tripathi', 'Santhosh Mani', 'Wenbin Ouyang', 'Ravi Teja Gadde', 'Baris Gecer', 'Sergio Elizondo', 'Reza Madad', 'Naveen Nair']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00720
On the Audio-visual Synchronization for Lip-to-Speech Synthesis.,"['Zhe Niu', 'Brian Mak']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00721
Be Everywhere - Hear Everything (BEE): Audio Scene Reconstruction by Sparse Audio-Visual Samples.,"['Mingfei Chen', 'Kun Su', 'Eli Shlizerman']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00722
Dense 2D-3D Indoor Prediction with Sound via Aligned Cross-Modal Distillation.,"['Heeseung Yun', 'Joonil Na', 'Gunhee Kim']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00723
Hyperbolic Audio-visual Zero-shot Learning.,"['Jie Hong', 'Zeeshan Hayder', 'Junlin Han', 'Pengfei Fang', 'Mehrtash Harandi', 'Lars Petersson']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00724
AdVerb: Visually Guided Audio Dereverberation.,"['Sanjoy Chowdhury', 'Sreyan Ghosh', 'Subhrajyoti Dasgupta', 'Anton Ratnarajah', 'Utkarsh Tyagi', 'Dinesh Manocha']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00725
Sound Localization from Motion: Jointly Learning Sound Direction and Camera Rotation.,"['Ziyang Chen', 'Shengyi Qian', 'Andrew Owens']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00726
Text2Room: Extracting Textured 3D Meshes from 2D Text-to-Image Models.,"['Lukas Höllein', 'Ang Cao', 'Andrew Owens', 'Justin Johnson', 'Matthias Nießner']",2023,ICCV 2023,https://doi.org/10.1109/ICCV51070.2023.00727
