title,authors,year,conference,link
An Algorithm for Multi-Attribute Diverse Matching.,"['Saba Ahmadi', 'Faez Ahmed', 'John P. Dickerson', 'Mark D. Fuge', 'Samir Khuller']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/1
Intention Progression under Uncertainty.,"['Yuan Yao', 'Natasha Alechina', 'Brian Logan', 'John Thangarajah']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/2
"Social Ranking Manipulability for the CP-Majority, Banzhaf and Lexicographic Excellence Solutions.","['Tahar Allouche', 'Bruno Escoffier', 'Stefano Moretti', 'Meltem Öztürk']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/3
Maximum Nash Welfare and Other Stories About EFX.,"['Georgios Amanatidis', 'Georgios Birmpas', 'Aris Filos-Ratsikas', 'Alexandros Hollender', 'Alexandros A. Voudouris']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/4
Speeding Up Incomplete GDL-based Algorithms for Multi-agent Optimization with Dense Local Utilities.,"['Yanchen Deng', 'Bo An']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/5
Almost Group Envy-free Allocation of Indivisible Goods and Chores.,"['Haris Aziz', 'Simon Rey']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/6
Uniform Welfare Guarantees Under Identical Subadditive Valuations.,"['Siddharth Barman', 'Ranjani G. Sundaram']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/7
Biased Opinion Dynamics: When the Devil is in the Details.,"['Aris Anagnostopoulos', 'Luca Becchetti', 'Emilio Cruciani', 'Francesco Pasquale', 'Sara Rizzo']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/8
Formalizing Group and Propagated Trust in Multi-Agent Systems.,"['Nagat Drawel', 'Jamal Bentahar', 'Amine Laarej', 'Gaith Rjoub']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/9
Fine-Grained View on Bribery for Group Identification.,"['Niclas Boehmer', 'Robert Bredereck', 'Dusan Knop', 'Junjie Luo']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/10
Evaluating Approval-Based Multiwinner Voting in Terms of Robustness to Noise.,"['Ioannis Caragiannis', 'Christos Kaklamanis', 'Nikos Karanikolas', 'George A. Krimpas']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/11
Decentralized MCTS via Learned Teammate Models.,"['Aleksander Czechowski', 'Frans A. Oliehoek']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/12
On the Complexity of Winner Verification and Candidate Winner for Multiwinner Voting Rules.,"['Chinmay Sonar', 'Palash Dey', 'Neeldhara Misra']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/13
Stable Roommate Problem with Diversity Preferences.,"['Niclas Boehmer', 'Edith Elkind']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/14
Strategic Campaign Management in Apportionment Elections.,"['Robert Bredereck', 'Piotr Faliszewski', 'Michal Furdyna', 'Andrzej Kaczmarczyk', 'Martin Lackner']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/15
Concentration of Distortion: The Value of Extra Voters in Randomized Social Choice.,"['Brandon Fain', 'William Fan', 'Kamesh Munagala']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/16
Assume-Guarantee Synthesis for Prompt Linear Temporal Logic.,"['Nathanaël Fijalkow', 'Bastien Maubert', 'Aniello Murano', 'Moshe Y. Vardi']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/17
Peer-Prediction in the Presence of Outcome Dependent Lying Incentives.,"['Naman Goel', 'Aris Filos-Ratsikas', 'Boi Faltings']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/18
Proportionality in Approval-Based Elections With a Variable Number of Winners.,"['Rupert Freeman', 'Anson Kahng', 'David M. Pennock']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/19
Flow-Based Network Creation Games.,"['Hagen Echzell', 'Tobias Friedrich', 'Pascal Lenzner', 'Anna Melnichenko']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/20
Stable Matchings with Diversity Constraints: Affirmative Action is beyond NP.,"['Jiehua Chen', 'Robert Ganian', 'Thekla Hamm']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/21
Mechanism Design for School Choice with Soft Diversity Constraints.,"['Haris Aziz', 'Serge Gaspers', 'Zhaohong Sun']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/22
Maximizing Welfare with Incentive-Aware Evaluation Mechanisms.,"['Nika Haghtalab', 'Nicole Immorlica', 'Brendan Lucier', 'Jack Z. Wang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/23
"Ethics, Prosperity, and Society: Moral Evaluation Using Virtue Ethics and Utilitarianism.","['Aditya Hegde', 'Vibhav Agarwal', 'Shrisha Rao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/24
Prophet Inequalities for Bayesian Persuasion.,"['Niklas Hahn', 'Martin Hoefer', 'Rann Smorodinsky']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/25
Fair Division of Time: Multi-layered Cake Cutting.,"['Hadi Hosseini', 'Ayumi Igarashi', 'Andrew Searns']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/26
Well-Structured Committees.,"['Sushmita Gupta', 'Pallavi Jain', 'Saket Saurabh']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/27
Evaluating Committees for Representative Democracies: the Distortion and Beyond.,"['Michal Jaworski', 'Piotr Skowron']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/28
The Complexity of Election Problems with Group-Separable Preferences.,"['Piotr Faliszewski', 'Alexander Karpov', 'Svetlana Obraztsova']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/29
Logics of Allies and Enemies: A Formal Approach to the Dynamics of Social Balance Theory.,"['Wiebe van der Hoek', 'Louwe B. Kuijer', 'Yì N. Wáng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/30
Synthesis of Deceptive Strategies in Reachability Games with Action Misperception.,"['Abhishek Ninad Kulkarni', 'Jie Fu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/31
Selecting Voting Locations for Fun and Profit.,"['Zack Fitzsimmons', 'Omer Lev']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/32
Incentive-Compatible Diffusion Auctions.,"['Bin Li', 'Dong Hao', 'Dengji Zhao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/33
Strategyproof Mechanism for Two Heterogeneous Facilities with Constant Approximation Ratio.,"['Minming Li', 'Pinyan Lu', 'Yuhao Yao', 'Jialin Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/34
Dinkelbach-Type Algorithm for Computing Quantal Stackelberg Equilibrium.,"['Jakub Cerný', 'Viliam Lisý', 'Branislav Bosanský', 'Bo An']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/35
A Penny for Your Thoughts: The Value of Communication in Ad Hoc Teamwork.,"['Reuth Mirsky', 'William Macke', 'Andy Wang', 'Harel Yedidsion', 'Peter Stone']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/36
Convexity of b-matching Games.,"['Soh Kumabe', 'Takanori Maehara']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/37
Learning Optimal Temperature Region for Solving Mixed Integer Functional DCOPs.,"['Saaduddin Mahmud', 'Md. Mosaddek Khan', 'Moumita Choudhury', 'Long Tran-Thanh', 'Nicholas R. Jennings']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/38
Tight Approximation for Proportional Approval Voting.,"['Szymon Dudycz', 'Pasin Manurangsi', 'Jan Marcinkowski', 'Krzysztof Sornat']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/39
Partial Adversarial Behavior Deception in Security Games.,"['Thanh Hong Nguyen', 'Arunesh Sinha', 'He He']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/40
Approximate Pareto Set for Fair and Efficient Allocation: Few Agent Types or Few Resource Types.,"['Trung Thanh Nguyen', 'Jörg Rothe']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/41
A Deep Reinforcement Learning Approach to Concurrent Bilateral Negotiation.,"['Pallavi Bagga', 'Nicola Paoletti', 'Bedour Alrayes', 'Kostas Stathis']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/42
Computational Aspects of Conditional Minisum Approval Voting in Elections with Interdependent Issues.,"['Evangelos Markakis', 'Georgios Papasotiropoulos']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/43
Combining Direct Trust and Indirect Trust in Multi-Agent Systems.,"['Elham Parhizkar', 'Mohammad Hossein Nikravan', 'Robert C. Holte', 'Sandra Zilles']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/44
Keeping Your Friends Close: Land Allocation with Friends.,"['Edith Elkind', 'Neel Patel', 'Alan Tsang', 'Yair Zick']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/45
Verifying Fault-Tolerance in Probabilistic Swarm Systems.,"['Alessio Lomuscio', 'Edoardo Pirovano']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/46
Efficient Algorithms for Learning Revenue-Maximizing Two-Part Tariffs.,"['Maria-Florina Balcan', 'Siddharth Prasad', 'Tuomas Sandholm']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/47
Model-Free Real-Time Autonomous Energy Management for a Residential Multi-Carrier Energy System: A Deep Reinforcement Learning Approach.,"['Yujian Ye', 'Dawei Qiu', 'Jonathan Ward', 'Marcin Abram']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/48
Altruism in Coalition Formation Games.,"['Anna Maria Kerkmann', 'Jörg Rothe']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/49
A Multi-Objective Approach to Mitigate Negative Side Effects.,"['Sandhya Saisubramanian', 'Ece Kamar', 'Shlomo Zilberstein']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/50
The Competitive Effects of Variance-based Pricing.,"['Ludwig Dierks', 'Sven Seuken']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/51
When to Follow the Tip: Security Games with Strategic Informants.,"['Weiran Shen', 'Weizhe Chen', 'Taoan Huang', 'Rohit Singh', 'Fei Fang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/52
Competition Among Contests: a Safety Level Analysis.,"['Ron Lavi', 'Omer Shiran-Shvarzbard']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/53
Participatory Budgeting with Project Interactions.,"['Pallavi Jain', 'Krzysztof Sornat', 'Nimrod Talmon']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/54
PeerNomination: Relaxing Exactness for Increased Accuracy in Peer Selection.,"['Nicholas Mattei', 'Paolo Turrini', 'Stanislav Zhydkov']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/55
Budgeted Facility Location Games with Strategic Facilities.,"['Minming Li', 'Chenhao Wang', 'Mengqi Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/56
Monte-Carlo Tree Search for Scalable Coalition Formation.,"['Feng Wu', 'Sarvapali D. Ramchurn']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/57
Modelling Bounded Rationality in Multi-Agent Interactions by Generalized Recursive Reasoning.,"['Ying Wen', 'Yaodong Yang', 'Jun Wang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/58
Sybil-proof Answer Querying Mechanism.,"['Yao Zhang', 'Xiuzhen Zhang', 'Dengji Zhao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/59
WEFE: The Word Embeddings Fairness Evaluation Framework.,"['Pablo Badilla', 'Felipe Bravo-Marquez', 'Jorge Pérez']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/60
Individual Fairness Revisited: Transferring Techniques from Adversarial Robustness.,"['Samuel Yeom', 'Matt Fredrikson']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/61
Achieving Outcome Fairness in Machine Learning Models for Social Decision Problems.,"['Boli Fang', 'Miao Jiang', 'Pei-yi Cheng', 'Jerry Shen', 'Yi Fang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/62
Relation-Based Counterfactual Explanations for Bayesian Network Classifiers.,"['Emanuele Albini', 'Antonio Rago', 'Pietro Baroni', 'Francesca Toni']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/63
Metamorphic Testing and Certified Mitigation of Fairness Violations in NLP Models.,"['Pingchuan Ma', 'Shuai Wang', 'Jin Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/64
Channel-Level Variable Quantization Network for Deep Image Compression.,"['Zhisheng Zhong', 'Hiroaki Akutsu', 'Kiyoharu Aizawa']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/65
Disentangled Feature Learning Network for Vehicle Re-Identification.,"['Yan Bai', 'Yihang Lou', 'Yongxing Dai', 'Jun Liu', 'Ziqian Chen', 'Ling-Yu Duan']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/66
EViLBERT: Learning Task-Agnostic Multimodal Sense Embeddings.,"['Agostina Calabrese', 'Michele Bevilacqua', 'Roberto Navigli']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/67
"Collaborative Learning of Depth Estimation, Visual Odometry and Camera Relocalization from Monocular Videos.","['Haimei Zhao', 'Wei Bian', 'Bo Yuan', 'Dacheng Tao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/68
A 3D Convolutional Approach to Spectral Object Segmentation in Space and Time.,"['Elena Burceanu', 'Marius Leordeanu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/69
Reference Guided Face Component Editing.,"['Qiyao Deng', 'Jie Cao', 'Yunfan Liu', 'Zhenhua Chai', 'Qi Li', 'Zhenan Sun']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/70
When Pedestrian Detection Meets Nighttime Surveillance: A New Benchmark.,"['Xiao Wang', 'Jun Chen', 'Zheng Wang', 'Wu Liu', ""Shin'ichi Satoh"", 'Chao Liang', 'Chia-Wen Lin']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/71
TextFuseNet: Scene Text Detection with Richer Fused Features.,"['Jian Ye', 'Zhe Chen', 'Juhua Liu', 'Bo Du']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/72
SelectScale: Mining More Patterns from Images via Selective and Soft Dropout.,"['Zhengsu Chen', 'Jianwei Niu', 'Xuefeng Liu', 'Shaojie Tang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/73
GSM: Graph Similarity Model for Multi-Object Tracking.,"['Qiankun Liu', 'Qi Chu', 'Bin Liu', 'Nenghai Yu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/74
Deep Interleaved Network for Single Image Super-Resolution with Asymmetric Co-Attention.,"['Feng Li', 'Runming Cong', 'Huihui Bai', 'Yifan He']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/75
Meta Segmentation Network for Ultra-Resolution Medical Images.,"['Tong Wu', 'Bicheng Dai', 'Shuxin Chen', 'Yanyun Qu', 'Yuan Xie']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/76
Lifelong Zero-Shot Learning.,"['Kun Wei', 'Cheng Deng', 'Xu Yang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/77
Large Scale Audiovisual Learning of Sounds with Weakly Labeled Data.,"['Haytham M. Fayek', 'Anurag Kumar']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/78
JPEG Artifacts Removal via Compression Quality Ranker-Guided Networks.,"['Menglu Wang', 'Xueyang Fu', 'Zepei Sun', 'Zheng-Jun Zha']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/79
SimPropNet: Improved Similarity Propagation for Few-shot Image Segmentation.,"['Siddhartha Gairola', 'Mayur Hemani', 'Ayush Chopra', 'Balaji Krishnamurthy']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/80
Multi-graph Fusion for Functional Neuroimaging Biomarker Detection.,"['Jiangzhang Gan', 'Xiaofeng Zhu', 'Rongyao Hu', 'Yonghua Zhu', 'Junbo Ma', 'Zi-Wen Peng', 'Guorong Wu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/81
Learning from the Scene and Borrowing from the Rich: Tackling the Long Tail in Scene Graph Generation.,"['Tao He', 'Lianli Gao', 'Jingkuan Song', 'Jianfei Cai', 'Yuan-Fang Li']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/82
Bottom-up and Top-down: Bidirectional Additive Net for Edge Detection.,"['Lianli Gao', 'Zhilong Zhou', 'Heng Tao Shen', 'Jingkuan Song']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/83
SceneEncoder: Scene-Aware Semantic Segmentation of Point Clouds with A Learnable Scene Descriptor.,"['Jiachen Xu', 'Jingyu Gong', 'Jie Zhou', 'Xin Tan', 'Yuan Xie', 'Lizhuang Ma']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/84
Characterizing Similarity of Visual Stimulus from Associated Neuronal Response.,"['Vikram Ravindra', 'Ananth Grama']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/85
Spatiotemporal Super-Resolution with Cross-Task Consistency and Its Semi-supervised Extension.,"['Han-Yi Lin', 'Pi-Cheng Hsiu', 'Tei-Wei Kuo', 'Yen-Yu Lin']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/86
Generating Person Images with Appearance-aware Pose Stylizer.,"['Siyu Huang', 'Haoyi Xiong', 'Zhi-Qi Cheng', 'Qingzhong Wang', 'Xingran Zhou', 'Bihan Wen', 'Jun Huan', 'Dejing Dou']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/87
SBAT: Video Captioning with Sparse Boundary-Aware Transformer.,"['Tao Jin', 'Siyu Huang', 'Ming Chen', 'Yingming Li', 'Zhongfei Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/88
Multichannel Color Image Denoising via Weighted Schatten p-norm Minimization.,"['Xinjian Huang', 'Bo Du', 'Weiwei Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/89
Super-Resolution and Inpainting with Degraded and Upgraded Generative Adversarial Networks.,"['Yawen Huang', 'Feng Zheng', 'Danyang Wang', 'Junyu Jiang', 'Xiaoqian Wang', 'Ling Shao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/90
Real-World Automatic Makeup via Identity Preservation Makeup Net.,"['Zhikun Huang', 'Zhedong Zheng', 'Chenggang Yan', 'Hongtao Xie', 'Yaoqi Sun', 'Jianzhong Wang', 'Jiyong Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/91
Human Consensus-Oriented Image Captioning.,"['Ziwei Wang', 'Zi Huang', 'Yadan Luo']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/92
Biased Feature Learning for Occlusion Invariant Face Recognition.,"['Changbin Shao', 'Jing Huo', 'Lei Qi', 'Zhenhua Feng', 'Wenbin Li', 'Chuanqi Dong', 'Yang Gao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/93
Channel Pruning via Automatic Structure Search.,"['Mingbao Lin', 'Rongrong Ji', 'Yuxin Zhang', 'Baochang Zhang', 'Yongjian Wu', 'Yonghong Tian']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/94
GestureDet: Real-time Student Gesture Analysis with Multi-dimensional Attention-based Detector.,"['Rui Zheng', 'Fei Jiang', 'Ruimin Shen']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/95
"DAM: Deliberation, Abandon and Memory Networks for Generating Detailed and Non-repetitive Responses in Visual Dialogue.","['Xiaoze Jiang', 'Jing Yu', 'Yajing Sun', 'Zengchang Qin', 'Zihao Zhu', 'Yue Hu', 'Qi Wu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/96
Pay Attention to Devils: A Photometric Stereo Network for Better Details.,"['Yakun Ju', 'Kin-Man Lam', 'Yang Chen', 'Lin Qi', 'Junyu Dong']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/97
E3SN: Efficient End-to-End Siamese Network for Video Object Segmentation.,"['Meng Lan', 'Yipeng Zhang', 'Qinning Xu', 'Lefei Zhang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/98
TLPG-Tracker: Joint Learning of Target Localization and Proposal Generation for Visual Tracking.,"['Siyuan Li', 'Zhi Zhang', 'Ziyu Liu', 'Anna Wang', 'Linglong Qiu', 'Feng Du']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/99
Learning Task-aware Local Representations for Few-shot Learning.,"['Chuanqi Dong', 'Wenbin Li', 'Jing Huo', 'Zheng Gu', 'Yang Gao']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/100
Bi-level Probabilistic Feature Learning for Deformable Image Registration.,"['Risheng Liu', 'Zi Li', 'Yuxi Zhang', 'Xin Fan', 'Zhongxuan Luo']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/101
G2RL: Geometry-Guided Representation Learning for Facial Action Unit Intensity Estimation.,"['Yingruo Fan', 'Zhaojiang Lin']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/102
Visual Encoding and Decoding of the Human Brain Based on Shared Features.,"['Chao Li', 'Baolin Liu', 'Jianguo Wei']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/103
Learning to Discretely Compose Reasoning Module Networks for Video Captioning.,"['Ganchao Tan', 'Daqing Liu', 'Meng Wang', 'Zheng-Jun Zha']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/104
Multi-Scale Spatial-Temporal Integration Convolutional Tube for Human Action Recognition.,"['Haoze Wu', 'Jiawei Liu', 'Xierong Zhu', 'Meng Wang', 'Zheng-Jun Zha']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/105
Latent Regularized Generative Dual Adversarial Network For Abnormal Detection.,"['Chengwei Chen', 'Jing Liu', 'Yuan Xie', 'Yin Xiao Ban', 'Chunyun Wu', 'Yiqing Tao', 'Haichuan Song']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/106
Non-Autoregressive Image Captioning with Counterfactuals-Critical Multi-Agent Learning.,"['Longteng Guo', 'Jing Liu', 'Xinxin Zhu', 'Xingjian He', 'Jie Jiang', 'Hanqing Lu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/107
k-SDPP: Fixed-Size Video Summarization via Sequential Determinantal Point Processes.,"['Jiping Zheng', 'Ganfeng Lu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/108
Semi-Dynamic Hypergraph Neural Network for 3D Pose Estimation.,"['Shengyuan Liu', 'Pei Lv', 'Yuzhen Zhang', 'Jie Fu', 'Junjin Cheng', 'Wanqing Li', 'Bing Zhou', 'Mingliang Xu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/109
AttAN: Attention Adversarial Networks for 3D Point Cloud Semantic Segmentation.,"['Gege Zhang', 'Qinghua Ma', 'Licheng Jiao', 'Fang Liu', 'Qigong Sun']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/110
Position-Aware Recalibration Module: Learning From Feature Semantics and Feature Position.,"['Xu Ma', 'Song Fu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/111
Transductive Relation-Propagation Network for Few-shot Learning.,"['Yuqing Ma', 'Shihao Bai', 'Shan An', 'Wei Liu', 'Aishan Liu', 'Xiantong Zhen', 'Xianglong Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/112
Few-shot Visual Learning with Contextual Memory and Fine-grained Calibration.,"['Yuqing Ma', 'Wei Liu', 'Shihao Bai', 'Qingyu Zhang', 'Aishan Liu', 'Weimin Chen', 'Xianglong Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/113
Dynamic Language Binding in Relational Visual Reasoning.,"['Thao Minh Le', 'Vuong Le', 'Svetha Venkatesh', 'Truyen Tran']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/114
Deep Polarized Network for Supervised Learning of Accurate Binary Hashing Codes.,"['Lixin Fan', 'Kam Woh Ng', 'Ce Ju', 'Tianyu Zhang', 'Chee Seng Chan']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/115
BARNet: Bilinear Attention Network with Adaptive Receptive Fields for Surgical Instrument Segmentation.,"['Zhen-Liang Ni', 'Gui-Bin Bian', ""Guan'an Wang"", 'Xiao-Hu Zhou', 'Zeng-Guang Hou', 'Xiao-Liang Xie', 'Zhen Li', 'Yu-Han Wang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/116
Hierarchical Instance Feature Alignment for 2D Image-Based 3D Shape Retrieval.,"['Heyu Zhou', 'Weizhi Nie', 'Wenhui Li', 'Dan Song', 'An-An Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/117
Few-shot Human Motion Prediction via Learning Novel Motion Dynamics.,"['Chuanqi Zang', 'Mingtao Pei', 'Yu Kong']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/118
Set and Rebase: Determining the Semantic Graph Connectivity for Unsupervised Cross-Modal Hashing.,"['Weiwei Wang', 'Yuming Shen', 'Haofeng Zhang', 'Yazhou Yao', 'Li Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/119
Weakly Supervised Few-shot Object Segmentation using Co-Attention with Visual and Semantic Embeddings.,"['Mennatullah Siam', 'Naren Doraiswamy', 'Boris N. Oreshkin', 'Hengshuai Yao', 'Martin Jägersand']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/120
Overflow Aware Quantization: Accelerating Neural Network Inference by Low-bit Multiply-Accumulate Operations.,"['Hongwei Xie', 'Yafei Song', 'Ling Cai', 'Mingyang Li']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/121
Detecting Adversarial Attacks via Subset Scanning of Autoencoder Activations and Reconstruction Error.,"['Celia Cintas', 'Skyler Speakman', 'Victor Akinwande', 'William Ogallo', 'Komminist Weldemariam', 'Srihari Sridharan', 'Edward McFowland']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/122
Consistent Domain Structure Learning and Domain Alignment for 2D Image-Based 3D Objects Retrieval.,"['Yuting Su', 'Yuqian Li', 'Dan Song', 'Weizhi Nie', 'Wenhui Li', 'An-An Liu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/123
Diagnosing the Environment Bias in Vision-and-Language Navigation.,"['Yubo Zhang', 'Hao Tan', 'Mohit Bansal']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/124
Self-Supervised Gait Encoding with Locality-Aware Attention for Person Re-Identification.,"['Haocong Rao', 'Siqi Wang', 'Xiping Hu', 'Mingkui Tan', 'Huang Da', 'Jun Cheng', 'Bin Hu']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/125
Zero-Shot Object Detection via Learning an Embedding from Semantic Space to Visual Space.,"['Licheng Zhang', 'Xianzhi Wang', 'Lina Yao', 'Lin Wu', 'Feng Zheng']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/126
Unsupervised Vehicle Re-identification with Progressive Adaptation.,"['Jinjia Peng', 'Yang Wang', 'Huibing Wang', 'Zhao Zhang', 'Xianping Fu', 'Meng Wang']",2020,IJCAI 2020,https://doi.org/10.24963/ijcai.2020/127
