排名,财富,姓名,性别,出生地,学历,学校,行业,公司,常驻地,年龄,财富变化,排名变化
940,55.0,伍亚林、伍阿凤,先生,中国-福建-莆田,,,汽车零部件,博俊科技,中国-江苏-苏州,57,NEW,New
940,55.0,谢秉政、冯玲玲,先生,中国-浙江-温州,,,服装,比音勒芬,中国-广东-广州,55,-35%,-234
940,55.0,杨文龙,先生,中国-江西-宜春,硕士,,医药,仁和药业,中国-江西-宜春,62,-25%,-79
940,55.0,姚文琛,先生,,,,文娱,姚记扑克,中国-上海,73,-25%,-79
940,55.0,张学武,先生,,,,食品制造,盐津铺子,中国-湖南-长沙,50,-27%,-127
940,55.0,张学政,先生,,本科,,半导体,闻泰科技,中国-浙江-嘉兴,49,-39%,-271
940,55.0,张镇潮,先生,,,,财税软件,税友股份,中国-浙江-杭州,57,-35%,-234
940,55.0,赵轶、徐昕,先生,中国-浙江,本科,,半导体设备,长川科技,中国-浙江-杭州,48,-15%,0
940,55.0,郑元豹,先生,中国-浙江-温州,,,工业电器、房地产、投资,人民电器,中国-浙江-温州,66,-8%,68
940,55.0,钟声坚,先生,中国-广东-汕尾,,,房地产,仁恒,新加坡,66,-21%,-44
940,55.0,周光平,先生,,,,智能硬件与技术、投资,小米,中国-北京,未知,NEW,New
940,55.0,周剑,先生,,,,智能制造装备,迈为股份,中国-江苏-苏州,48,-50%,-404
987,54.0,杜越新,先生,,,,投资、拍卖,嘉德,中国-北京,未知,6%,188
987,54.0,耿殿根,先生,,硕士,,电信运营,光环新网,中国-北京,68,-14%,4
987,54.0,卢荣富,先生,,本科,,通信,亿联网络,中国-福建-厦门,53,-10%,21
987,54.0,徐子泉、康宁,先生,,本科,,软件与信息服务,捷成,中国-北京,66,-11%,18
991,53.0,奥凤廷,先生,,,,煤炭、热电、铝合金,蒙泰,中国-内蒙古-鄂尔多斯,65,NEW,New
991,53.0,代田田,先生,,硕士,,信息技术,柏楚电子,中国-上海,41,-12%,17
991,53.0,丁水波,先生,中国-福建-泉州,,,体育用品,特步,中国-福建-厦门,54,-27%,-130
991,53.0,刘满世,先生,中国-内蒙古,,,煤炭,满世,中国-内蒙古-鄂尔多斯,75,6%,188
991,53.0,邱达强,先生,中国-香港,,,石油化工,富地石油,中国-香港,62,-4%,99
991,53.0,施清岛,先生,,,,纺织材料,台华新材,中国-浙江-嘉兴,59,-4%,99
991,53.0,吴英,先生,,,,新材料,美畅,中国-北京,60,-52%,-455
991,53.0,谢可滔,先生,,硕士,,教育,中教,中国-香港,60,-18%,-51
991,53.0,熊晓鸽,先生,中国-湖南-湘潭,博士,,投资,IDG资本,中国-北京,69,6%,188
991,53.0,徐小平,先生,中国-江苏-泰兴,硕士,,投资,真格,中国-北京,68,6%,188
991,53.0,徐勇,先生,中国-河南,博士,,网络信息服务,百度,中国-北京,60,-41%,-322
991,53.0,阎焱,先生,中国-安徽-安庆,博士,,投资,赛富,中国-北京,67,6%,188
991,53.0,于果,先生,,硕士,,教育,中教,中国-香港,62,-18%,-51
991,53.0,庄辰超,先生,中国-上海,本科,,投资,斑马投资,中国-北京,48,6%,188
1005,52.0,冯陟旻,未知,,本科,,网络游戏、电商,冬海集团,新加坡,未知,NEW,New
1005,52.0,傅梅城,先生,中国-浙江-杭州,,,影视传媒,华策影视,中国-浙江-杭州,67,-12%,57
1005,52.0,李立新,先生,中国-浙江,,,塑胶产品、商业连锁、投资,利时,中国-浙江-宁波,57,-13%,3
1005,52.0,刘海燕,先生,中国-四川,,,机械电气、能源化工、房地产,大陆希望,中国-四川-成都,未知,-10%,63
1005,52.0,袁金华,先生,,本科,,重型机械,三一,中国-湖南-长沙,65,-19%,-18
1005,52.0,朱义文、朱剑乔,先生,,,,肿瘤检测,海吉亚,中国-上海,未知,-50%,-440
1011,51.0,胡季强,先生,中国-浙江,本科,,医药,康恩贝,中国-浙江-杭州,63,-11%,62
1011,51.0,彭翼捷,先生,,,,电子商务、金融科技,阿里系,中国-浙江-杭州,45,-6%,131
1011,51.0,涂建华,先生,,本科,,软件与信息服务,广联达,中国-北京,55,-9%,69
1011,51.0,王振滔、王晨,先生,中国-浙江-温州,,,鞋业、地产,奥康,中国-浙江-温州,59,-16%,-6
1011,51.0,尤小华,先生,,,,化工、铝业、投资,华峰,中国-浙江-温州,未知,2%,168
1011,51.0,周明华,先生,中国-浙江,硕士,,医药,华海药业,中国-浙江-台州,60,2%,168
1011,51.0,周云杰,先生,,,,包装,奥瑞金,中国-北京,63,-2%,146
1018,50.2,孙荫环,先生,中国-辽宁,,,房地产、软件园,亿达,中国-辽宁-大连,74,0%,161
1019,50.0,安治富,先生,中国-四川,本科,,房地产、运输,富临,中国-四川-绵阳,78,-19%,-20
1019,50.0,蔡浩、杨雪艳,先生,,,,光伏设备,中信博,中国-江苏-苏州,53,NEW,New
1019,50.0,曹建伟,先生,,博士,,机电设备,晶盛机电,中国-浙江-绍兴,46,-57%,-498
1019,50.0,曹克坚,先生,中国-浙江,,,压缩机,开山控股,中国-浙江-衢州,62,-38%,-264
1019,50.0,车冯升,先生,中国-山东,硕士,,医药,四环医药,中国-北京,62,-6%,128
1019,50.0,陈刚、欧春连,先生,,,,太阳能电池,爱旭股份,中国-上海,56,-62%,-564
1019,50.0,陈建造,未知,,,,美妆日用品连锁店,宝雅,台湾台南,未知,NEW,New
1019,50.0,陈茂春,先生,中国-福建-宁德,,,钢铁,兴华财富,中国-河北-邯郸,72,0%,160
1019,50.0,陈小英,先生,中国-浙江-杭州,,,物流,申通快递,中国-上海,48,0%,160
1019,50.0,陈育新、赵桂琴,先生,中国-四川,本科,,畜牧业、教育,华西希望,中国-四川-成都,74,-9%,71
1019,50.0,崔维星,先生,中国-山东-潍坊,本科,,快递,德邦快递,中国-上海,54,0%,160
1019,50.0,戴立忠,先生,中国-北京,,,医药制造业,圣湘生物,中国-湖南-长沙,56,NEW,New
1019,50.0,戴震,先生,中国-吉林-白城,,,充电服务,能链,中国-山东-青岛,46,-9%,71
1019,50.0,单建明、鲍凤娇,先生,中国-浙江-湖州,硕士,,纺织、房地产、投资,美欣达,中国-浙江-湖州,64,-15%,43
1019,50.0,丁佐宏,先生,中国-江苏-南通,硕士,,房地产、零售、制造,月星,中国-上海,62,-17%,-11
1019,50.0,方展城,先生,,,,调味品,海天味业,中国-广东-佛山,未知,NEW,New
1019,50.0,冯小华,先生,中国-广东-梅州,本科,,制糖业,洋浦南华糖业,中国-广西-南宁,68,-17%,-11
1019,50.0,付胜龙,先生,中国-湖南-邵阳,,,钢材贸易、房地产,大汉控股,中国-湖南-邵阳,62,-29%,-123
1019,50.0,黄伟常,先生,中国-香港,,,珠宝零售,六福,中国-香港,73,-9%,71
1019,50.0,纪海鹏,先生,中国-广东-汕头,,,房地产,龙光地产,中国-广东-深圳,57,-17%,-11
1019,50.0,江黎明,先生,中国-湖北-武汉,本科,,汽车经销,利泰,中国-广东-佛山,未知,-23%,-79
1019,50.0,蒋锡培、蒋承志,先生,中国-江苏-无锡,,,电缆、医药、房地产,智慧能源,中国-江苏-无锡,61,-23%,-79
1019,50.0,柯建生,先生,,,,家具,索菲亚,中国-广东-广州,60,NEW,New
1019,50.0,李俊田,先生,,,,工业自动化产品,汇川技术,中国-广东-深圳,49,-32%,-158
1019,50.0,李完小,先生,中国-湖南-长沙,,,航空设备,航天环宇,中国-湖南-长沙,58,-38%,-264
1019,50.0,李志刚,先生,,博士,,设备制造,帝尔激光,中国-湖北-武汉,48,-17%,-11
1019,50.0,林伯实,先生,中国-台湾-台北,,,建筑玻璃,台玻,中国-台湾-台北,79,-12%,54
1019,50.0,林鸿明,未知,,硕士,,半导体,信骅科技,台湾新竹,未知,NEW,New
1019,50.0,林集永,先生,中国-广东-惠阳,,,床垫,慕思,中国-广东-东莞,54,-23%,-79
1019,50.0,林晓辉、苏娇华,先生,,,,投资、房地产,伟禄,中国-香港,51,0%,160
1019,50.0,刘国伟,先生,,,,工业自动化产品,汇川技术,中国-广东-深圳,52,-33%,-206
1019,50.0,刘冀鲁、刘凌云,先生,中国-安徽,,,快递,顺丰,中国-香港,77,-9%,71
1019,50.0,鲁卫东,先生,,,,羊绒、煤电、冶金、房地产,鄂尔多斯,中国-内蒙-古鄂尔多斯,59,-4%,138
1019,50.0,马飞、黄峥,先生,中国-广东-河源,,,电子元件,飞荣达,中国-广东-深圳,56,-6%,128
1019,50.0,阙伟东,先生,,,,化工,确成股份,中国-江苏-无锡,56,NEW,New
1019,50.0,沈国荣,先生,,,,电网自动化,国电南瑞,中国-江苏-南京,未知,NEW,New
1019,50.0,孙洪军,先生,中国-辽宁-铁岭,,,芯片,艾为电子,中国-上海,51,-32%,-158
1019,50.0,孙雁军,未知,,,,金属回收,飞南资源,广东佛山,未知,NEW,New
1019,50.0,陶春风,先生,,,,高分子材料,长鸿高科,中国-浙江-宁波,57,-19%,-20
1019,50.0,陶意,先生,,,,游戏,波克,中国-上海,未知,-41%,-313
1019,50.0,田刚印,未知,,本科,,航天,联合飞机,广东深圳,未知,NEW,New
1019,50.0,万永兴,先生,,,,煤炭供应链管理、房地产,中瑞,中国-河南-郑州,53,-21%,-28
1019,50.0,王兵、赵文君,先生,中国-山东-东营,,,食品,十月稻田,中国-山东-东营,42,NEW,New
1019,50.0,王炳坤,先生,中国-广东-东莞,,,床垫,慕思,中国-广东-东莞,52,-23%,-79
1019,50.0,王春生、吕莉,先生,,本科,,消费电子组件,安洁科技,中国-江苏-苏州,49,NEW,New
1019,50.0,王力展,先生,,,,调味品,海天味业,中国-广东-佛山,未知,NEW,New
1019,50.0,王念强,先生,中国-安徽-铜陵,,,汽车、充电电池,比亚迪,中国-广东-深圳,60,NEW,New
1019,50.0,王晓申,先生,,,,有色金属冶炼加工,赣锋锂业,中国-江西-新余,56,-33%,-206
1019,50.0,王张兴,先生,中国-浙江-绍兴,,,房地产、投资,城市地产,中国-上海,57,0%,160
1019,50.0,韦锦坤、韦利东,先生,,,,计算机技术,泛微网络,中国-上海,71,-47%,-384
1019,50.0,文剑平,先生,中国-湖南,博士,,污水处理,碧水源,中国-北京,62,-12%,54
1019,50.0,吴亦圭,先生,中国-台湾,,,化工,台聚,中国-台湾-台北,72,-17%,-11
1019,50.0,谢卓明,未知,,本科,,电气设备,旭隼,台湾台北,未知,NEW,New
1019,50.0,徐国忠,先生,,,,设备制造,江苏国茂,中国-江苏-常州,61,-47%,-384
1019,50.0,徐明星,先生,,本科,,区块链,欧科云链,中国-北京,39,0%,160
1019,50.0,杨建良,先生,,,,光伏设备,弘元绿能,中国-江苏-无锡,55,-63%,-592
1019,50.0,杨龙忠,先生,中国-江西-上饶,本科,,汽车、充电电池,比亚迪,中国-广东-深圳,58,-9%,71
1019,50.0,姚雄杰,先生,中国-福建-龙岩,,,锂电新能源材料,盛屯,中国-广东-深圳,未知,-32%,-158
1019,50.0,叶华能,先生,中国-广东-梅州,,,新能源,宝丽华,中国-广东-广州,73,0%,160
1019,50.0,叶继跃、张桂玉,先生,中国-浙江,本科,,橡胶制品,三维股份,中国-浙江-台州,57,-24%,-89
1019,50.0,俞德超,先生,中国-浙江-台州,,,生物医药,信达生物,中国-江苏-苏州,60,NEW,New
1019,50.0,袁金钰,先生,,本科,,新型电子元件,顺络电子,中国-广东-深圳,68,0%,160
1019,50.0,袁帅,先生,,,,游戏,莉莉丝,中国-上海,37,-9%,71
1019,50.0,袁永彬、潘禾佳,先生,,,,汽车零部件,伯特利,中国-安徽-芜湖,62,-24%,-89
1019,50.0,张昊,先生,,,,游戏,莉莉丝,中国-上海,37,-9%,71
1019,50.0,张瑞安,先生,,硕士,,芯片,乐鑫科技,中国-上海,49,NEW,New
1019,50.0,张天瑜,先生,,,,通信设备,广和通,中国-广东-深圳,57,-33%,-206
1019,50.0,张伟,先生,,,,热电元件,热威股份,中国-浙江-杭州,67,-21%,-28
1019,50.0,赵贵钦,未知,,,,日化用品,润本股份,广东广州,未知,NEW,New
1019,50.0,赵玉乔,先生,中国-河北-迁安,,,钢铁、酒店,九江,中国-河北-迁安,未知,-17%,-11
1019,50.0,郑效东、郑可青,先生,,,,医疗设备,东富龙,中国-上海,60,-38%,-264
1019,50.0,钟怀军,先生,中国-四川-阿坝,,,食品,紫燕食品,中国-上海,60,-33%,-206
1019,50.0,周儒欣、周光宇,先生,中国-北京,硕士,,卫星导航设备,北斗星通,中国-北京,61,-14%,49
1019,50.0,周文起,先生,,,,铜业、房地产,华北,中国-天津,未知,0%,160
1019,50.0,周晓峰、张松梅,先生,,,,汽车零配件,宁波华翔,中国-浙江-宁波,55,-9%,71
1019,50.0,朱兴良,先生,中国-江苏-苏州,,苏州科技大学,建筑,金螳螂,中国-江苏-苏州,65,-23%,-79
