排名,财富,姓名,性别,出生地,学历,学校,行业,公司,常驻地,年龄,财富变化,排名变化
433,120.0,徐宇,先生,中国-广东-广州,硕士,长江商学院,服装,赫基国际,中国-广东-广州,52,-20%,-56
433,120.0,徐振华,先生,中国-上海,,,游戏,沐瞳科技,中国-上海,45,0%,59
433,120.0,杨雪岗,先生,中国-河北-邢台,硕士,,煤炭、化工,旭阳,中国-河北-邢台,59,-14%,-27
433,120.0,叶国一,先生,中国-台湾,,,电脑产品,英业达,中国-台湾-台北,83,-11%,-6
433,120.0,周耀庭,先生,中国-江苏-无锡,,,服装、橡胶轮胎、房地产,红豆,中国-江苏-无锡,81,-11%,-6
433,120.0,祝文宇,未知,,本科,,房地产,爱山林,台湾台北,未知,NEW,New
454,115.0,陈琼香,先生,,,,锂电池,宁德时代,中国-福建-宁德,未知,-21%,-66
454,115.0,方洪波,先生,中国-安徽-安庆,,,家电制造,美的,中国-广东-佛山,57,10%,111
454,115.0,洪杰,先生,,,,涂料,三棵树,中国-福建-莆田,57,-59%,-275
454,115.0,胡荣达、胡淇翔,先生,中国-浙江,,,化工,三美化工,中国-浙江-金华,65,-8%,17
454,115.0,黄联禧、左笑萍,先生,中国-广东-佛山,,,建材家居,联塑,中国-广东-佛山,61,-18%,-48
454,115.0,黄山,先生,中国-湖北-武汉,,,金融软件,财富趋势,中国-广东-深圳,54,-18%,-48
454,115.0,黄世再,先生,中国-广东-揭阳,,,房地产,大中华地产,中国-广东-深圳,73,-15%,-27
454,115.0,姜银台,先生,,硕士,,汽车内饰,岱美股份,中国-上海,74,-32%,-129
454,115.0,赖建平,先生,,,,调味品,海天味业,中国-广东-佛山,未知,-4%,38
454,115.0,吕义雄,先生,中国-广东-汕头,,,化妆品,上美,中国-上海,47,58%,407
454,115.0,马秀慧,先生,,本科,,节能灯,欧普照明,中国-上海,53,-26%,-84
454,115.0,齐向东,先生,,本科,北京科技大学,网络安全,奇安信,中国-北京,59,-32%,-129
454,115.0,邱文生,先生,,,,消费电子,华勤技术,中国-上海,未知,-8%,17
454,115.0,任道德,先生,,,,保险,泰康,中国-北京,64,10%,111
454,115.0,吴映明,先生,,本科,,锂电池,宁德时代,中国-福建-宁德,57,-21%,-66
454,115.0,俞熔,先生,,博士,中国中医科学院,医疗服务,美年健康,中国-上海,53,-12%,1
454,115.0,袁江涛,先生,,,,半导体,嘉立创,中国-广东-深圳,未知,-36%,-152
471,110.0,曾万辉、喻丽丽,先生,中国-湖南,,,电子器件制造,景嘉微,中国-广东-广州,56,-21%,-65
471,110.0,何著胜,先生,中国-辽宁,,,耐火材料、钢铁、矿业,后英,中国-辽宁-鞍山,77,0%,65
471,110.0,贺正刚,先生,,,,矿产、化工,和邦股份,中国-四川-乐山,70,-24%,-83
471,110.0,胡兴荣,先生,中国-浙江-温州,硕士,,贸易、房地产,多弗,中国-北京,43,-21%,-65
471,110.0,李力,先生,中国-湖南-长沙,,湖南大学,医疗服务,爱尔眼科,中国-湖南-长沙,59,-42%,-191
471,110.0,李明、杜楠,先生,中国-甘肃-陇南,,,投资、有色金属,亚特,中国-甘肃-陇南,56,-15%,-16
471,110.0,刘洪林,先生,中国-江苏-无锡,,,化工、铜加工、电线电缆,三木,中国-江苏-无锡,73,0%,65
471,110.0,梅志明,先生,,,,物流地产、投资,普洛斯,中国-上海,52,-8%,21
471,110.0,汪顾亦珍,先生,中国-香港,,,工业产品,德昌电机,中国-香港,107,5%,94
471,110.0,王剑峰,先生,,硕士,,汽车零部件制造,均胜投资,中国-浙江-宁波,54,-21%,-65
471,110.0,王文默,先生,中国-福建,,,体育用品,安踏,中国-福建-厦门,68,-12%,0
471,110.0,吴尚志,先生,中国-北京,博士,麻省理工学院斯隆管理学院,投资,鼎晖,中国-北京,74,10%,114
471,110.0,项光明、王素勤,先生,中国-浙江-温州,,,垃圾发电,伟明环保,中国-浙江-温州,61,5%,94
471,110.0,许晨晔,先生,,硕士,,互联网服务,腾讯,中国-广东-深圳,53,5%,94
471,110.0,许英灼,先生,中国-广东-潮州,本科,,饲料,海大,中国-广东-广州,59,-15%,-16
471,110.0,严健军,先生,中国-浙江-宁波,本科,,信息、金融、投资,致达,中国-上海,59,-8%,21
471,110.0,姚奎章,先生,,,,饮料,养元饮品,中国-河北-衡水,59,-12%,0
471,110.0,郁国祥,先生,,,,投资,乐游科技,中国-上海,54,-8%,21
471,110.0,张宁,女士,,硕士,,化工原料,彤程新材,中国-上海,50,-8%,21
471,110.0,章小华,先生,,,,水泥,红狮控股,中国-浙江-金华,56,5%,94
471,110.0,赵绪龙、朱水纳,未知,中国-浙江-杭州,,,SaaS解决方案,迈富时,上海,未知,NEW,New
471,110.0,郑春颖,先生,中国-辽宁-辽阳,,,化妆品,伽蓝,中国-上海,未知,-8%,21
471,110.0,周宗文,先生,,,,珠宝,周大生,中国-广东-深圳,67,-24%,-83
494,105.0,蔡镇球,先生,中国-台湾-台北,,,金融服务,霖园,中国-台湾-台北,59,31%,261
494,105.0,昌敬,先生,,,,智能机器人,石头科技,中国-北京,42,8%,138
494,105.0,陈先保,先生,中国-安徽-合肥,本科,,农副食品加工业,华泰,中国-安徽-合肥,65,-13%,-2
494,105.0,成正辉,先生,中国-广东-深圳,,,医疗器械,惠泰医疗,中国-广东-深圳,60,31%,261
494,105.0,董才平,先生,中国-江苏-常州,硕士,,钢铁、投资,中天钢铁,中国-江苏-常州,61,-5%,42
494,105.0,甘忠如,先生,,,,生物制药,甘李药业,中国-北京,76,12%,172
494,105.0,何旗,先生,,本科,,钢铁贸易,均和,中国-上海,42,-5%,42
494,105.0,黄巧灵,先生,中国-浙江,,,旅游、房地产,宋城,中国-浙江-杭州,66,-30%,-117
494,105.0,柯尊洪,先生,中国-四川-雅安,本科,,制药,康弘药业,中国-四川-成都,70,24%,212
494,105.0,陆昂,女士,,硕士,,投资、拍卖,嘉德,中国-北京,61,5%,91
494,105.0,罗智先、高秀玲,先生,中国-台湾-台南,,,食品和饮料,统一,中国-台湾-台南,68,11%,141
494,105.0,蒲忠杰、张月娥,先生,,博士,北京钢铁研究总院,医疗设备,乐普,中国-北京,61,-25%,-88
494,105.0,王明旺、蔡帝娥,先生,中国-广东-茂名,硕士,,电子部件,欣旺达,中国-广东-深圳,57,5%,91
494,105.0,王维,先生,中国-上海,,,企业服务,行云集团,中国-广东-深圳,43,0%,71
494,105.0,王雪红、陈文琦,先生,中国-台湾-新北,,,半导体,宏达,中国-台湾-桃园,66,11%,141
494,105.0,许连捷,先生,中国-福建-泉州,,,个人护理用品,恒安,中国-福建-泉州,71,-5%,42
494,105.0,薛向东,先生,中国-山东-泰安,本科,湖南大学,软件与信息服务,东华软件,中国-北京,65,-19%,-39
494,105.0,叶小平,先生,中国-浙江-嘉兴,博士,,医药,泰格医药,中国-浙江-杭州,61,-19%,-39
494,105.0,余凯,先生,,博士,,智能芯片,地平线,中国-北京,未知,NEW,New
494,105.0,袁仲雪、袁嵩,先生,,,,轮胎,赛轮轮胎,中国-山东-青岛,69,5%,91
494,105.0,张邦鑫,先生,中国-江苏,硕士,北京大学,教育,好未来,中国-北京,44,7%,136
494,105.0,张传卫,先生,中国-河南-信阳,,,新能源,明阳智能,中国-广东-中山,62,-19%,-39
494,105.0,张毓强,先生,中国-浙江-嘉兴,硕士,,房地产、矿产,振石控股,中国-浙江-嘉兴,69,-19%,-39
517,100.0,陈康平,先生,,,,太阳能,晶科能源,中国-江西-上饶,51,-20%,-46
517,100.0,程维,先生,中国-江西-上饶,本科,北京化工大学,生活服务平台,滴滴出行,中国-北京,41,54%,423
517,100.0,邓耀,先生,中国-香港,,,服装与配饰,百丽,中国-香港,90,0%,68
517,100.0,段永平,先生,中国-江西-南昌,硕士,,投资,步步高,美国-湾区,63,11%,152
517,100.0,顾伟,先生,中国-江西-南昌,硕士,,消费电子产品,兆驰股份,中国-新疆-乌鲁木齐,59,-5%,48
517,100.0,胡应湘,先生,中国-香港,,,房地产、建筑工程,合和实业,中国-香港,89,0%,68
517,100.0,黄宏生,先生,中国-海南-临高,本科,,家用电器,创维,中国-广东-深圳,68,0%,68
517,100.0,李国宝,先生,伦敦,,,银行业,东亚银行,中国-香港,85,0%,68
517,100.0,李家权,先生,中国-四川,,,钛白粉、磷化工,龙蟒,中国-四川-成都,61,0%,68
517,100.0,李建全,先生,,,,医疗用品,稳健医疗,中国-广东-深圳,67,-33%,-140
517,100.0,李金阳,女士,,,,金矿,赤峰黄金,中国-内蒙古-赤峰,未知,5%,118
517,100.0,李宁,先生,中国-广西-来宾,硕士,,体育用品、投资,李宁,中国-北京,61,-17%,-25
517,100.0,李仲初,先生,中国-湖南-娄底,硕士,武汉大学,软件与信息服务,石基,中国-北京,61,-55%,-280
517,100.0,励民,先生,,,,集成电路,瑞芯微,中国-福建-福州,59,-17%,-25
517,100.0,林定强,先生,中国-福建-福州,,,房地产,金辉,中国-福建-福州,58,-26%,-90
517,100.0,刘方毅,先生,,,,医疗器械,英科医疗,中国-山东-淄博,54,18%,189
517,100.0,秦龙,先生,,,,轮胎,森麒麟,中国-山东-青岛,59,11%,152
517,100.0,饶微,先生,,,,医疗器械,新产业,中国-广东-深圳,60,5%,118
517,100.0,邵根伙,先生,中国-浙江-金华,博士,,饲料、种业,大北农,中国-北京,59,-20%,-46
517,100.0,施文博,先生,中国-福建-泉州,,,个人护理用品,恒安,中国-福建-泉州,74,-5%,48
517,100.0,孙孟全,先生,,,,食用油,鲁花,中国-山东-烟台,74,-26%,-90
517,100.0,唐修国,先生,中国-湖南,本科,,重型机械,三一,中国-湖南-长沙,61,-20%,-46
517,100.0,田明,先生,中国-安徽,,,专用设备制造业,美亚光电,中国-安徽-合肥,71,-35%,-147
517,100.0,万隆、王梅香,先生,中国-河南-漯河,,,食品,双汇,中国-河南-郑州,84,23%,234
517,100.0,汪林朋,先生,中国-湖北-黄冈,硕士,,家居建材,居然之家,中国-北京,55,-26%,-90
517,100.0,吴东进,先生,中国-台湾-台北,,,金融、医院,新光,中国-台湾-台北,79,5%,118
517,100.0,谢嘉,先生,,,,无人机,大疆,中国-广东-深圳,未知,-31%,-129
517,100.0,杨冰,先生,中国-江西-,,,电商,得物,中国-上海,39,0%,68
517,100.0,应书岭,先生,中国-上海,本科,,电竞游戏,英雄互娱,中国-北京,43,2%,113
517,100.0,张恭运,先生,,本科,,机械制造,豪迈科技,中国-山东-高密,61,18%,189
517,100.0,张克强,先生,中国-广东,硕士,,投资、房地产,华美国际,中国-广东-广州,64,-9%,19
517,100.0,张立国,先生,,,,护肤品,敷尔佳,中国-黑龙江-哈尔滨,60,-44%,-215
517,100.0,张永平,先生,,,,房地产,秀水街,中国-北京,63,-9%,19
517,100.0,周剑,先生,中国-上海,,,机器人,优必选,中国-广东-深圳,48,11%,152
551,95.0,陈得福,先生,中国-台湾-嘉义,,,医疗保健,仙妮雷德,美国-洛杉矶,76,0%,84
551,95.0,范秀莲、杨飞,先生,中国-辽宁-沈阳,硕士,,医药,海思科,中国-辽宁-沈阳,61,36%,345
551,95.0,何涛,先生,,,,互联网医院,圆心科技,中国-北京,44,-10%,14
551,95.0,焦震,先生,,硕士,,投资,鼎晖,中国-北京,58,6%,118
551,95.0,金磊、李凤玲,先生,,,,医疗器械,佰仁医疗,中国-北京,70,-21%,-59
551,95.0,李晓明,先生,,硕士,,包装盒生产,恩捷股份,中国-云南-玉溪,66,-47%,-249
551,95.0,梁丰、邵晓梅,先生,,硕士,,锂电池材料,璞泰来,中国-上海,56,-63%,-352
551,95.0,林来嵘、安素梅,先生,中国-内蒙古-巴彦淖尔市,,,矿业,众兴,中国-天津,56,-21%,-59
551,95.0,罗秋平、潘东,先生,中国-湖北-荆门,,,日化用品,蓝月亮,中国-广东-广州,61,-44%,-226
551,95.0,彭永鹤,先生,,,,宠物医院,新瑞鹏,中国-广东-深圳,55,0%,84
551,95.0,乔志涌,先生,中国-四川,,,液态气体,侨源股份,中国-四川-成都,60,12%,155
551,95.0,荣智健,先生,中国-上海,本科,天津大学,投资、房地产,中信泰富,中国-香港,82,0%,84
551,95.0,苏纯兴,先生,中国-台湾-台北,,,汽车零售,和泰汽车,中国-台湾-台北,未知,0%,84
551,95.0,王恒,先生,中国-广东-广州,,,零售、房地产,金鹰,美国,76,0%,84
551,95.0,王均豪,先生,中国-浙江-温州,硕士,,房地产、航空、零售,均瑶,中国-上海,52,-17%,-30
551,95.0,王振华,先生,中国-江苏,,长江商学院,房地产,新城,中国-上海,62,-5%,34
551,95.0,吴东亮,先生,中国-台湾-台北,,,金融,新光,中国-台湾-台北,未知,6%,118
551,95.0,吴忌寒,先生,中国-重庆,本科,,芯片、矿机,比特小鹿,中国-北京,38,-5%,34
551,95.0,吴美蓉,先生,,,,太阳能设备,美科股份,中国-上海,64,-21%,-59
551,95.0,谢菊华,先生,,,,原料药,健友股份,中国-江苏-南京,73,0%,84
551,95.0,许达来,先生,新加坡,硕士,,智能硬件与技术、投资,小米,中国-北京,53,28%,308
551,95.0,杨霞,女士,,,,生物医药,锦波,中国-山西-太原,50,73%,539
551,95.0,昝圣达,先生,中国-江苏-南通,,清华大学,新能源、信息科技、投资,综艺,中国-江苏-南通,61,-14%,-15
551,95.0,张世龙,先生,,博士,,模拟芯片,圣邦,中国-北京,58,-10%,14
551,95.0,周镇科,先生,中国-广东-汕头,本科,,文化娱乐,大晟文化,中国-广东-深圳,49,0%,84
576,90.0,曾繁城,先生,,,,半导体,台积电,中国-台湾-新竹,未知,64%,514
576,90.0,常建鸣、傅磊,先生,,,,控制电机,鸣志电器,中国-上海,59,-49%,-263
576,90.0,陈士良,先生,中国-浙江-嘉兴,,,化纤、房地产,桐昆,中国-浙江-嘉兴,61,-14%,-11
576,90.0,陈涛、刘春兰,先生,中国-甘肃-陇南,,,高密度印制电路板,胜宏科技,中国-广东-惠州,52,50%,432
576,90.0,陈智松,先生,,本科,,通信,亿联网络,中国-福建-厦门,58,-10%,9
576,90.0,陈卓林,先生,中国-广东-中山,博士,美国哈姆斯顿大学,投资、房地产,雅居乐,中国-广东-广州,62,0%,93
576,90.0,邓文、唐璐,先生,中国-四川-成都,本科,,食品,天味食品,中国-四川-成都,56,-18%,-40
576,90.0,丁会,先生,,,,半导体,嘉立创,中国-广东-深圳,未知,-36%,-170
576,90.0,丁会响,先生,,,,半导体,嘉立创,中国-广东-深圳,未知,-36%,-170
576,90.0,董增平,先生,,,,输配电设备,思源电气,中国-上海,54,23%,285
576,90.0,傅光明,先生,中国-江西-抚州,,,农业,圣农,中国-福建-南平,70,-33%,-149
576,90.0,高云峰,先生,,硕士,北京航空航天大学,激光设备,大族激光,中国-广东-深圳,57,-10%,9
576,90.0,何祖训,先生,中国-云南-曲靖,,,畜牧,神农集团,中国-云南-昆明,59,23%,285
576,90.0,黄建勲,先生,,,,基础建设、房地产,联泰,中国-广东-汕头,59,-5%,59
576,90.0,黄民奇,先生,中国-台湾,,,半导体,汉辰科技,中国-台湾-台北,72,6%,130
576,90.0,黄小芬,女士,中国-广东-深圳,,,印刷电路板,景旺电子,中国-广东-深圳,61,13%,179
576,90.0,赖苗,先生,,,,饮料,景田,中国-广东-深圳,未知,13%,179
576,90.0,李琼,先生,,硕士,,互联网游戏、投资,昆仑万维,中国-北京,47,-18%,-40
576,90.0,利蕴莲,先生,中国-香港,,,房地产,希慎兴业,中国-香港,70,-10%,9
576,90.0,刘銮鸿,先生,中国-香港,,,房地产,利福国际,中国-香港,71,6%,130
576,90.0,刘振东,先生,中国-河北-唐山,,,房地产,联东,中国-北京,53,-10%,9
576,90.0,陆兆禧,先生,中国-广东-广州,本科,,电子商务、金融科技,阿里系,中国-浙江-杭州,55,-5%,59
576,90.0,罗嘉瑞,先生,中国-香港,,,房地产,鹰君,中国-香港,71,-14%,-11
576,90.0,牛宜顺、牛腾,先生,中国-浙江-温州,,,轮胎、输送带、电力,华勤,中国-山东-济宁,69,-10%,9
576,90.0,潘刚,先生,中国-内蒙古-锡林郭勒盟,博士,,乳制品,伊利,中国-内蒙古-呼和浩特,54,-6%,58
576,90.0,秦华,先生,,,,宠物食品,乖宝宠物,中国-山东-聊城,56,6%,130
576,90.0,任建华,先生,中国-浙江-杭州,,,家用电器,老板电器,中国-浙江-杭州,67,-31%,-121
576,90.0,沈亚,先生,中国-浙江-温州,本科,,新零售,唯品会,中国-广东-广州,53,-18%,-40
576,90.0,史英文、董晓丽,先生,中国-广西-南宁,硕士,,房地产,荣和,中国-广西-南宁,59,-5%,59
576,90.0,苏志刚,先生,中国-广东-广州,,,旅游,长隆,中国-广东-广州,66,-10%,9
576,90.0,王文杉,先生,中国-台湾-台中,,,传媒,联合报业,中国-台湾-台北,54,0%,93
576,90.0,吴志刚,先生,中国-辽宁,,,食品,桃李面包,中国-辽宁-沈阳,89,-25%,-84
576,90.0,夏崇耀,先生,,,,电缆,东方电缆,中国-浙江-宁波,65,32%,348
576,90.0,向文波,先生,中国-湖南-益阳,硕士,,重型机械,三一,中国-湖南-长沙,62,-20%,-41
576,90.0,张建国、蔡丽红,先生,中国-广东-茂名,,,能源,九丰能源,中国-广东-广州,61,13%,179
576,90.0,钟乃雄,先生,,硕士,,房地产、投资,能兴,中国-广东-佛山,61,-18%,-40
576,90.0,钟英武,先生,中国-湖南-岳阳,硕士,,游戏,趣加科技,中国-北京,39,-10%,9
576,90.0,朱世会,先生,中国-广东-广州,,,稀散金属,先导科技,,57,NEW,New
576,90.0,卓军,女士,中国-香港,,,印刷电路板,景旺电子,中国-广东-深圳,未知,13%,179
615,88.0,毛中吾,先生,中国-湖南,本科,,重型机械,三一,中国-湖南-长沙,62,-19%,-51
616,86.0,洪浩,先生,,博士后,,医药,凯莱英,中国-天津,68,-43%,-239
616,86.0,周亚辉,先生,中国-云南-丽江,硕士,,互联网游戏、投资,昆仑万维,中国-北京,47,-22%,-80
618,85.0,鲍洪星,先生,中国-江西-龙南,,,畜牧,双胞胎,,60,42%,390
618,85.0,蔡海山,先生,,,,医药,联邦制药,中国-香港,46,31%,322
618,85.0,蔡其瑞,先生,中国-台湾,,,服装,宝成,中国-台湾-台中,73,13%,195
618,85.0,陈湖文,先生,中国-广东-汕头 ,,,文具用品制造,晨光,中国-上海,54,-23%,-82
618,85.0,陈湖雄,先生,中国-广东-汕头 ,,,文具用品制造,晨光,中国-上海,54,-23%,-82
618,85.0,陈士斌、邵静,先生,中国-江苏-连云港,,,石英制品,石英股份,中国-江苏-连云港,58,-55%,-338
618,85.0,陈仕荣,先生,中国-台湾,,,鞋业,丰泰,中国-台湾-斗六,未知,6%,137
618,85.0,程立力、沈静,先生,,硕士,,畜牧,立华股份,中国-江苏-常州,59,0%,88
618,85.0,杜锦豪、祁菊,先生,中国-江苏-,,,医药,艾力斯,中国-上海,70,55%,472
618,85.0,何志平、张文莉,先生,中国-江西,,,投资,华建,中国-广东-深圳,59,-26%,-97
618,85.0,黄子欣,先生,,,,消费电子产品,伟易达,中国-香港,75,6%,137
618,85.0,寇晓康、高月静,先生,,,,新材料,蓝晓科技,中国-陕西-西安,57,-29%,-126
618,85.0,梁安琪,女士,中国-广东-广州,,,博彩,澳博,中国-香港,63,-6%,51
618,85.0,梁勤、王毅,先生,中国-江苏-扬州,,,半导体,扬杰科技,中国-江苏-扬州,53,0%,88
618,85.0,凌斌、王曦,先生,,,,电子器件制造,康冠科技,中国-广东-深圳,56,-19%,-53
618,85.0,陆风,先生,,,,数据服务,万得资讯,中国-上海,56,0%,88
618,85.0,罗乐风,先生,中国-香港,,,服装,晶苑国际,英国-伦敦,未知,42%,390
618,85.0,秦荣华,先生,中国-台湾,,,汽车零部件,敏实,中国-浙江-宁波,66,-35%,-163
618,85.0,荣智权,未知,,硕士,,银行业,上海商银,台湾台北,未知,NEW,New
618,85.0,束崇万,先生,中国-台湾,,,半导体,创见信息,中国-台湾-台北,70,31%,322
618,85.0,宋飞,先生,,本科,,机械制造,艾迪精密,中国-山东-烟台,58,-15%,-33
618,85.0,孙惠刚,先生,,,,投资,万华化学,中国-山东-烟台,未知,-11%,17
618,85.0,童锦泉,先生,中国-江苏-南通,,,房地产,长峰房地产,中国-上海,69,-15%,-33
618,85.0,王硕,先生,中国-北京,,,企业服务,Deel,美国-西雅图,34,31%,322
618,85.0,魏学专,先生,中国-山东-淄博,,,化工,汇丰石化,中国-山东-淄博,71,6%,137
618,85.0,夏鼎湖、夏迎松,先生,中国-安徽,硕士,,汽车零部件,中鼎,中国-安徽-宁国,80,-3%,84
618,85.0,徐广福、徐翔,先生,,,,电气设备制造、太阳能,大全,中国-江苏-镇江,未知,-37%,-191
618,85.0,叶琼玖,先生,中国-浙江-宁波,,,软件,同花顺,中国-浙江-杭州,70,-37%,-191
618,85.0,俞浩,先生,中国-江苏-南通,,,智能家电,追觅科技,中国-江苏-苏州,37,63%,539
618,85.0,张国涛、卢依雯,先生,中国-河南-开封,,,珠宝首饰,迪阿,中国-广东-深圳,39,-37%,-191
618,85.0,张积敏,先生,,,,钢铁,青山控股,中国-浙江-温州,61,NEW,New
618,85.0,张涛,先生,中国-上海,硕士,,生活服务,美团,中国-上海,52,-11%,17
618,85.0,张兴礼,先生,中国-重庆,,,汽车、汽车零配件,小康控股,中国-重庆,67,NEW,New
618,85.0,张兴明,先生,中国-重庆,,,汽车、汽车零配件,小康控股,中国-重庆,67,NEW,New
618,85.0,赵宗信,未知,,,,电子元件,健策,台湾桃园,未知,NEW,New
653,83.0,孙宏斌,先生,中国-山西-运城,硕士,清华大学,房地产,融创,中国-天津,61,-31%,-161
653,83.0,王吉雷,先生,,,,快递,中通,中国-上海,59,-8%,16
653,83.0,赵永昌,未知,,,,电子元件,健策,台湾桃园,未知,NEW,New
656,80.0,曾开天,先生,,本科,,网络游戏,三七互娱,中国-安徽-芜湖,未知,-24%,-91
656,80.0,陈德军,先生,中国-浙江-杭州,本科,,物流,申通快递,中国-上海,54,-6%,50
656,80.0,陈建成、陈嫣妮,先生,中国-浙江-绍兴,,,电气设备、房地产,卧龙控股,中国-浙江-绍兴,65,-11%,13
656,80.0,陈文源、张茜,先生,,,,设备制造,华兴源创,中国-江苏-苏州,56,-27%,-120
656,80.0,成三荣、金成成,先生,,,,汽车配件,沪光股份,中国-江苏-苏州,61,60%,523
656,80.0,高兴江,先生,中国-浙江-湖州,硕士,,不锈钢,永兴特钢,中国-浙江-湖州,61,-27%,-120
656,80.0,洪水树,先生,中国-台湾-台南,,,设备制造,可成科技,中国-台湾-台南,65,10%,205
656,80.0,胡扬忠,先生,中国-湖北-武汉,,,视频监控产品,海康威视,中国-浙江-杭州,59,-20%,-71
656,80.0,江南,先生,中国-山东-济南,,,房地产、工业制造,圣丰,中国-广东-广州,61,-6%,50
656,80.0,井贤栋,先生,,硕士,,电子商务、金融科技,阿里系,中国-浙江-杭州,52,-6%,50
656,80.0,李斌,先生,中国-安徽,,北京大学,电动车,蔚来、易车,中国-北京,50,-53%,-331
656,80.0,李东生,先生,中国-广东-惠州,本科,,家用电器及半导体产品,TCL,中国-广东-惠州,67,0%,99
656,80.0,李国库,先生,,,,餐饮,千喜鹤,中国-河北-石家庄,未知,-16%,-21
656,80.0,李国庆,先生,中国-浙江,,,化纤,荣盛控股,中国-浙江-杭州,54,-20%,-71
656,80.0,李卫伟,先生,中国-四川-成都,,,网络游戏,三七互娱,中国-安徽-芜湖,47,-27%,-120
656,80.0,李永庆,先生,中国-浙江,,,化纤,荣盛控股,中国-浙江-杭州,60,-20%,-71
656,80.0,梁信军,先生,中国-浙江-台州,本科,长江商学院,投资,-,新加坡,56,-11%,13
656,80.0,刘程宇、刘玲,先生,中国-福建-宁德,本科,,电力设备,科士达,中国-广东-深圳,62,-38%,-201
656,80.0,刘天文,先生,,,,软件与信息服务,软通动力,中国-北京,61,NEW,New
656,80.0,刘晓东,先生,,,,香料、酒业,百润,中国-上海,57,-45%,-268
656,80.0,龙大强、孟丽叶,先生,,,,光伏电池,中润光能,中国-江苏-徐州,未知,NEW,New
656,80.0,罗阳勇、刘玉霞,先生,,,,钒钛磁铁矿,安宁股份,中国-四川-攀枝花,49,-16%,-21
656,80.0,阮水龙,先生,中国-山东-济宁,,,化工、钢铁,龙盛,中国-浙江-绍兴,89,0%,99
656,80.0,沈华、胡畏,先生,,,,半导体,斯达半导,中国-浙江-嘉兴,61,-43%,-250
656,80.0,盛百椒,先生,中国-上海,本科,,鞋业,百丽,中国-广东-深圳,72,7%,157
656,80.0,施崇棠,先生,中国-台湾-彰化,,,电脑产品,华硕,中国-台湾-台北,72,23%,284
656,80.0,苏庆灿,先生,,,,医疗服务,华厦眼科,中国-厦门,55,-61%,-395
656,80.0,孙怀庆、王晓蒲,先生,中国-重庆,,,化妆品,丸美,中国-广东-广州,55,-16%,-21
656,80.0,孙清焕、孙项邦,先生,中国-江西-宜春,本科,江西工程学院,光学光电,木林森,中国-广东-中山,51,-6%,50
656,80.0,孙喜双,先生,中国-吉林,,,房地产、投资,一方,中国-北京,71,-1%,95
656,80.0,孙勇坚,先生,,,,地产、贸易,宝矿,中国-上海,58,0%,99
656,80.0,唐敖齐,先生,,,,汽车配饰,新泉股份,中国-江苏-常州,79,-27%,-120
656,80.0,陶悦群,先生,,博士,,医疗器械制造、销售,欧普康视,中国-安徽-合肥,64,-30%,-135
656,80.0,汪力成,先生,中国-浙江-杭州,本科,,医药、投资,华立,中国-浙江-杭州,64,-11%,13
656,80.0,王仕锐,先生,,,,医疗服务,医联,中国-四川-成都,37,0%,99
656,80.0,王文渊,先生,中国-台湾-台北,,,化工,台塑,中国-台湾-高雄,77,-20%,-71
656,80.0,肖日明,先生,中国-上海,,,电力设备,华明装备,中国-上海,88,60%,523
656,80.0,许江南、许晶,先生,,,,医药,天新药业,中国-江西-景德镇,62,-6%,50
656,80.0,许庆奎、许英强,先生,,,,钢铁、冶金、机械,九羊,中国-山东-莱芜,未知,-6%,50
656,80.0,许月娟,先生,中国-浙江,,,化纤,荣盛控股,中国-浙江-杭州,未知,-20%,-71
656,80.0,杨元庆,先生,中国-安徽-合肥,硕士,,计算机服务、投资,联想,中国-北京,60,18%,268
656,80.0,杨长基,先生,,,,消费电子产品,金像电子,中国-台湾-桃园,未知,NEW,New
656,80.0,叶德林、李要,先生,中国-广东-佛山,,,建筑陶瓷,新明珠,中国-广东-佛山,56,0%,99
656,80.0,钟德礼,未知,,本科,,鞋业,来亿兴业,台湾台中,未知,NEW,New
656,80.0,周庆治,先生,,本科,,电池、投资,南都,中国-香港,69,-20%,-71
701,78.0,欧雷强,先生,美国,硕士,,医药,百济神州,中国-北京,56,-29%,-165
702,77.0,周志文、冯宇霞,先生,,硕士,,生物医药,昭衍新药,中国-北京,59,-23%,-117
703,76.0,苗拥军,先生,中国-河南-郑州,硕士,,医药制造业,安图生物,中国-河南-郑州,57,-7%,45
704,75.0,曹德风、孟海蒂,先生,,,,食品和饮料,佳格,中国-台湾-台北,79,3%,157
704,75.0,曾继疆,先生,中国-湖南,,,电子器件制造,宏达电子,中国-湖南-株洲,62,-32%,-168
704,75.0,陈慧慧,女士,中国-香港,,,房地产,南丰,中国-香港,65,3%,157
704,75.0,方玉友,先生,中国-浙江-温州,,,化妆品,珀莱雅,中国-浙江-杭州,55,-25%,-119
704,75.0,冯国纶,先生,中国-广东-江门,,,物流,利丰,中国-香港,76,0%,109
704,75.0,顾江生,先生,中国-浙江-台州,本科,浙江大学,家具,顾家家居,中国-浙江-杭州,51,-57%,-391
704,75.0,吉为、吉喆,先生,,,,通信设备,威胜信息,中国-长沙,67,50%,475
704,75.0,蒋伟、游捷,先生,,,,生物医药,昊海生物,中国-上海,未知,-17%,-35
704,75.0,柯为湘,先生,中国-广东-潮州,,,房地产,保利达,中国-香港,73,-21%,-69
